customerId,user_classes
13780,super_light
17654,light
13962,light
16589,super_light
15014,super_light
12929,normal
13581,normal
16804,light
14177,super_light
13569,normal
14155,light
15850,super_light
15843,normal
14332,super_light
18122,super_light
15266,normal
14995,light
17883,light
16549,normal
14453,super_light
16596,normal
17446,light
13002,normal
15512,light
15049,light
17436,light
16073,normal
14165,light
14413,normal
13544,light
17967,normal
15917,light
16658,normal
15393,light
16140,normal
16849,light
14487,normal
14551,light
14890,light
14962,light
15923,normal
15578,super_light
17166,light
13781,light
15543,normal
17256,normal
17345,light
13817,normal
16623,light
16611,light
16679,normal
16080,light
13617,super_light
14795,super_light
12589,super_light
16411,normal
17455,light
14467,normal
14438,normal
12871,light
14272,light
15709,light
17881,normal
16424,light
14280,light
12837,super_light
15562,normal
14340,light
16055,light
17092,light
13760,light
15545,normal
16665,normal
15174,normal
16114,super_light
14889,normal
15042,light
17972,light
14247,light
15691,light
14483,light
17709,super_light
16050,super_light
13716,light
12902,light
13867,light
15135,light
16008,light
17718,light
16483,light
14820,super_light
16139,light
13171,normal
15388,light
14041,light
17034,normal
13561,light
17892,super_light
14915,light
18210,light
14386,normal
13584,normal
16287,super_light
13299,light
15705,light
17155,super_light
17578,light
12974,light
17524,normal
16598,normal
13972,light
16418,light
12565,light
16893,normal
13516,light
14238,normal
13589,super_light
15503,normal
14037,light
17859,normal
17045,light
17946,normal
15869,normal
17234,super_light
15717,light
15031,light
16461,super_light
13462,light
17299,super_light
16617,light
14790,light
17572,normal
13657,light
17707,light
14066,light
18138,normal
17984,super_light
15030,light
17714,normal
13049,normal
16351,normal
17517,normal
14053,super_light
15226,normal
15584,super_light
17026,light
17698,light
14046,normal
15163,super_light
14368,normal
13809,normal
15447,normal
14997,super_light
12738,normal
14813,normal
17181,normal
17899,super_light
17871,light
13898,normal
15965,normal
16374,light
15411,super_light
15007,super_light
17118,normal
17128,normal
14148,light
16693,light
17556,light
12787,super_light
15160,normal
17165,normal
13937,super_light
18224,light
16136,light
13140,normal
17521,light
13420,light
17348,normal
18203,super_light
12573,light
15852,light
13894,normal
13229,light
17025,normal
14237,normal
16113,super_light
17157,super_light
16780,light
16018,super_light
15733,light
17250,light
16517,light
15167,normal
14987,normal
13223,light
17110,super_light
14595,normal
16863,normal
17535,light
13579,normal
14520,normal
13068,normal
15316,normal
16500,normal
14552,super_light
14597,super_light
14029,super_light
13203,light
13034,normal
13173,normal
12817,light
16808,light
16324,super_light
17759,light
16405,normal
17289,super_light
17418,normal
15920,light
12551,normal
16282,normal
17367,light
18269,normal
18004,normal
15110,normal
15016,super_light
12820,normal
17542,light
16367,normal
17245,light
14536,light
16950,normal
13922,normal
18048,light
17760,normal
17974,light
14693,light
15670,normal
12441,normal
16565,normal
15967,normal
15253,super_light
14355,normal
18010,light
16144,light
17582,light
12993,normal
14897,normal
12509,light
13072,light
16777,light
13618,super_light
16403,normal
17356,normal
16399,light
12604,light
17879,super_light
15262,normal
15139,normal
14705,light
16990,light
15454,normal
15895,super_light
13950,light
12622,light
15041,super_light
18280,light
15847,normal
15292,light
15945,normal
13529,light
18119,normal
14082,normal
14147,normal
16768,light
13059,light
14059,light
14326,light
13939,normal
13482,light
16097,light
14199,light
17574,light
15028,normal
13672,normal
17440,light
18013,light
14644,normal
14722,super_light
17781,light
13546,light
14716,super_light
14697,normal
16036,light
16448,light
16877,light
13502,normal
14236,normal
13663,super_light
13826,super_light
12361,light
17999,normal
13890,normal
15412,super_light
13033,normal
16885,normal
16518,normal
15012,normal
15909,super_light
12791,normal
13568,super_light
17343,normal
17190,light
17555,normal
12577,normal
14540,normal
13884,normal
18112,super_light
15234,light
16829,super_light
13207,super_light
14185,normal
13046,normal
12450,light
14555,normal
16916,normal
13918,normal
17987,light
16832,normal
15579,normal
13723,light
14782,normal
15437,normal
13262,normal
13904,normal
13859,normal
16965,light
13284,normal
13295,normal
16960,normal
15347,normal
13486,super_light
15723,normal
16667,normal
13681,super_light
17891,super_light
17394,light
17889,normal
17187,light
14608,normal
15319,normal
17843,normal
13592,normal
17670,light
13065,normal
14851,normal
14964,normal
18156,normal
15820,normal
15925,light
16752,normal
16323,light
17923,normal
18191,normal
12547,normal
16457,light
17864,normal
17489,light
15365,normal
16915,normal
17855,normal
16616,super_light
16441,normal
15703,normal
16356,normal
14618,normal
14241,light
16647,light
14853,light
13427,light
16338,super_light
12831,normal
14476,normal
16882,normal
17580,normal
15052,normal
14104,light
12897,normal
14690,super_light
15460,normal
17733,normal
15554,normal
17812,normal
13404,light
16634,normal
17913,normal
14570,normal
15724,normal
12574,normal
17619,normal
13940,super_light
16488,super_light
13600,normal
18114,normal
17711,normal
12673,normal
16392,normal
12930,light
15897,normal
16824,super_light
14205,normal
13382,normal
16321,vip
16471,normal
13258,light
16933,light
17171,normal
16587,light
15675,light
12402,normal
13255,normal
17789,normal
12672,normal
17031,super_light
16619,normal
16342,light
16315,normal
17212,normal
14240,light
17189,normal
15651,normal
17384,light
17969,light
14754,normal
13772,light
13070,light
13712,normal
16929,super_light
15186,light
15528,normal
13008,normal
13474,light
16926,normal
13786,normal
13873,normal
17917,normal
17101,light
15026,normal
12592,light
16117,light
18213,normal
14297,normal
13678,super_light
18246,light
16583,normal
15483,normal
12736,normal
17060,normal
15184,light
13417,light
12593,light
13187,normal
12732,light
15457,normal
14586,normal
16600,normal
17877,light
14482,light
13838,normal
12561,normal
18040,normal
16756,light
13570,normal
13888,light
15068,normal
16444,normal
13557,normal
16427,normal
13473,normal
16744,light
15840,light
14383,super_light
15747,light
14647,light
17908,normal
17329,normal
14834,light
13026,normal
18193,light
17925,normal
15800,normal
12904,light
15036,light
17278,light
13851,normal
16495,normal
17051,light
15452,normal
18072,light
14715,vip
13524,light
15081,normal
16510,normal
18212,normal
16124,normal
13292,normal
16122,vip
17456,normal
15510,normal
17303,normal
14591,light
13606,normal
14731,normal
13512,normal
14501,light
16976,normal
14265,super_light
13711,normal
16094,light
15406,normal
15346,normal
17860,normal
15759,normal
12797,normal
16261,normal
14594,normal
16226,normal
16593,normal
12616,normal
16048,vip
15048,normal
13626,normal
18009,normal
14375,light
13227,light
13389,light
15339,normal
16357,light
15577,light
12919,light
15143,light
15679,light
15757,light
17964,normal
17764,light
14346,normal
17194,normal
17950,vip
15894,normal
12990,light
17361,normal
15912,light
13973,normal
14423,light
14068,normal
15019,normal
15119,normal
18155,light
15517,light
17708,normal
17550,normal
15408,normal
15594,light
14727,normal
17540,normal
17817,normal
12596,normal
15919,normal
13533,normal
18108,normal
17496,normal
13837,normal
14816,light
17615,normal
17797,light
16440,light
16727,normal
14023,normal
14013,light
15351,normal
16385,light
14512,light
14460,light
16883,normal
16469,normal
13803,normal
14157,normal
17968,normal
14522,light
15550,light
12724,light
14242,normal
13548,normal
12808,light
15626,normal
13754,light
13525,normal
14350,normal
17251,normal
16134,normal
13439,normal
13121,normal
18190,normal
14500,light
12527,vip
17411,normal
12434,normal
12944,normal
13489,light
17097,vip
17830,normal
16121,light
15111,normal
13994,super_light
17501,normal
16206,normal
14549,normal
16125,normal
14162,light
16897,vip
17464,super_light
16526,light
17691,vip
15279,normal
14656,light
15018,normal
13249,normal
17527,light
16721,normal
16573,normal
12829,vip
15732,normal
14963,light
13145,normal
16998,normal
15121,normal
13751,normal
17531,light
14985,normal
14859,light
13708,normal
16788,normal
14470,normal
15244,normal
12881,normal
16005,light
17678,normal
15609,light
13899,normal
17552,vip
17124,light
12363,normal
15839,super_light
16402,normal
14323,light
12624,light
13745,super_light
15238,light
14636,normal
13304,normal
14762,normal
15252,light
17674,normal
17676,normal
17978,normal
13479,normal
13933,super_light
16297,normal
17094,normal
17410,light
18165,light
17742,normal
14248,normal
16425,normal
15745,light
12722,super_light
14446,normal
17302,normal
12427,normal
15582,light
16637,light
17732,normal
14862,super_light
13329,normal
18170,light
13233,normal
18185,normal
16217,normal
12987,light
17041,normal
13667,super_light
12623,normal
17490,light
18220,light
14128,normal
16031,normal
15219,light
13863,normal
17176,light
14150,normal
13718,normal
15793,normal
15636,normal
13762,light
17551,normal
15087,normal
15434,light
17334,vip
17888,normal
13932,normal
17120,light
13060,normal
14419,normal
13395,light
16642,light
15973,normal
13466,light
14075,normal
13402,normal
13369,normal
13699,super_light
17169,light
15969,light
17604,normal
14847,super_light
14463,light
16383,normal
14339,normal
16810,light
15661,vip
15831,normal
14924,normal
14311,normal
14077,normal
15308,normal
12842,normal
17869,normal
17912,vip
16551,normal
14389,light
16781,normal
17854,light
13990,light
17268,light
12852,normal
14327,super_light
15326,normal
14142,normal
16450,super_light
12785,normal
17362,normal
14553,normal
12834,normal
15117,light
12556,super_light
14729,normal
13484,light
15525,normal
15865,light
15970,normal
16554,normal
16762,super_light
16227,light
16193,light
14152,light
17594,normal
16091,light
16221,normal
12614,normal
13539,normal
16473,light
14479,normal
13494,normal
15204,normal
15257,normal
14513,normal
17658,light
14133,normal
12648,super_light
18160,light
12816,light
16825,light
13238,light
16967,light
16463,light
16898,light
15107,vip
14622,light
16096,normal
15236,normal
14823,normal
15224,vip
15743,light
13955,light
16739,light
15208,light
13131,light
12790,light
17043,light
16085,normal
15944,normal
14850,normal
15363,normal
17664,light
17715,light
16233,vip
14870,normal
15952,light
15314,light
14206,light
14747,normal
15213,vip
16426,normal
14012,normal
12704,light
13239,normal
15130,light
17134,normal
14428,normal
13706,normal
17862,normal
17360,light
12891,normal
15210,light
16030,normal
14628,normal
15364,normal
16560,normal
16850,normal
13035,normal
16625,normal
13216,normal
14264,light
14778,normal
17076,normal
16309,light
15918,light
12350,normal
14988,light
12489,normal
16185,light
15938,normal
16063,normal
13515,light
15921,light
18078,normal
16105,normal
12701,normal
13959,normal
12654,normal
16083,normal
13719,normal
17697,light
15392,vip
16545,light
14593,normal
13737,light
14491,normal
16927,vip
13799,normal
17235,vip
17252,light
15880,vip
15047,normal
18017,normal
17569,normal
15306,light
14653,normal
13055,light
14633,normal
14044,light
17123,light
16470,normal
13649,vip
13062,light
16239,light
13497,vip
13052,light
16159,normal
15489,light
15405,light
18250,normal
13887,light
13108,vip
17795,normal
13740,normal
15789,vip
15334,normal
12994,normal
17976,vip
13343,light
12845,vip
12888,normal
16369,light
13165,vip
14871,normal
13642,light
16474,light
14071,vip
14441,normal
14198,light
13453,normal
12933,normal
13736,normal
16274,vip
13976,light
17029,normal
16229,light
16823,light
14883,light
17948,light
14129,normal
16279,light
14451,light
13291,light
13782,normal
14875,normal
16378,vip
13741,normal
14880,normal
14932,vip
18056,normal
12915,light
16509,normal
12373,normal
14886,normal
15756,normal
16012,light
16202,vip
16499,vip
12963,vip
17358,vip
15164,normal
14888,light
15922,vip
13109,light
15063,light
12535,light
17765,normal
13300,light
16065,vip
16816,normal
13601,light
14673,vip
12873,normal
17492,normal
12649,light
15951,normal
16858,vip
17429,normal
18259,vip
17837,normal
13936,light
16350,vip
15051,light
13931,normal
16203,normal
13656,light
16552,vip
16769,normal
17138,normal
12394,light
15090,normal
17239,normal
15211,vip
15424,vip
14304,light
13655,normal
12515,vip
12733,light
16660,normal
13833,light
13821,light
14779,vip
14114,vip
13396,normal
17508,normal
13248,light
16869,normal
16872,light
17438,normal
13856,normal
12690,light
16250,vip
13345,normal
18024,light
12697,light
12982,normal
12838,vip
17420,normal
16917,normal
17405,light
14600,normal
16038,normal
17226,normal
14681,light
15386,light
14619,normal
16906,normal
17642,light
17886,normal
12942,normal
12421,normal
15630,light
17486,normal
14623,normal
15809,normal
17375,normal
17624,light
12792,normal
14449,vip
15990,normal
12386,vip
14167,normal
15467,light
14514,normal
15221,vip
17431,normal
16484,normal
16319,light
17018,normal
12922,light
14616,vip
16947,normal
16010,vip
13487,normal
16384,normal
17562,light
15225,normal
17951,vip
14348,normal
14818,normal
14048,normal
15695,vip
15134,normal
17768,light
14670,vip
14620,normal
16834,light
15864,normal
16795,vip
12580,normal
16325,light
13085,light
14651,light
16957,vip
15935,vip
13166,normal
12833,light
13615,normal
17701,normal
15361,vip
14959,normal
14193,normal
17525,vip
16624,light
14288,light
18188,normal
17223,vip
17351,normal
12802,light
13030,vip
12725,vip
12937,normal
15950,vip
15230,vip
14998,normal
16332,light
18235,light
18106,normal
15976,normal
17323,normal
14533,vip
14113,vip
17035,vip
12493,normal
14737,vip
15669,normal
15181,normal
17929,vip
16084,normal
16442,normal
16034,normal
15443,normal
13358,normal
12694,light
14691,light
13092,vip
14022,light
18233,normal
15822,vip
12465,light
12458,normal
13435,light
16657,light
14149,light
15889,light
15456,vip
15646,normal
17193,normal
15599,light
17423,light
15561,normal
14976,normal
18196,normal
18043,normal
14127,vip
12591,normal
18071,vip
16245,normal
13485,light
14421,light
17516,normal
16529,light
15585,light
12999,normal
12564,normal
13398,light
15092,normal
17392,vip
13506,vip
13000,vip
15712,normal
15400,normal
17880,vip
12355,light
12379,light
16805,normal
17064,normal
16358,light
16009,light
17460,vip
12945,normal
14489,light
17462,normal
13499,normal
16566,normal
16586,normal
13192,light
17109,vip
17140,normal
15730,light
14896,normal
14431,normal
14723,vip
16639,normal
17227,normal
15349,light
14034,light
15780,normal
14497,normal
18236,normal
18176,vip
16283,light
12447,normal
14320,normal
15589,vip
15053,light
15680,vip
15768,normal
16812,vip
13301,normal
16730,vip
15799,normal
14912,normal
14450,normal
13531,normal
14130,normal
16531,vip
12358,light
15109,normal
13946,normal
12639,normal
13675,light
13338,light
16643,normal
15165,vip
14719,normal
18265,light
18016,normal
15436,normal
12809,light
18074,vip
15132,normal
13311,light
15862,normal
13761,light
15304,normal
12778,normal
15507,light
14270,normal
15448,normal
14607,normal
17374,normal
18248,light
14901,vip
16208,normal
16212,normal
14958,normal
15389,light
16794,normal
17135,vip
18232,normal
16023,normal
13496,vip
15881,vip
17924,vip
17630,normal
17979,normal
13169,normal
16614,light
13885,normal
13320,normal
17391,light
16899,normal
12582,vip
13196,normal
13005,normal
15246,vip
12811,vip
15882,vip
13043,normal
15038,normal
17454,vip
16135,normal
16955,normal
14684,normal
14873,light
14201,normal
17198,vip
15806,light
14857,light
13705,light
16466,normal
14477,normal
16918,light
17015,light
15891,light
14662,vip
17159,light
17398,normal
15907,normal
16014,light
18159,normal
14829,normal
17720,normal
15825,light
13662,normal
15433,normal
17443,light
13385,normal
12988,normal
16142,normal
12541,normal
15535,normal
18221,normal
13835,light
17609,vip
17062,vip
14496,vip
13874,vip
15860,normal
13636,vip
16806,normal
16230,normal
14504,vip
15602,vip
17095,vip
13410,normal
12793,vip
14262,light
16370,normal
13309,normal
15611,normal
12781,normal
18204,light
18149,normal
16728,normal
16200,light
15910,vip
17291,normal
16172,normal
13213,normal
13623,vip
13720,normal
13240,normal
14891,light
16979,light
12691,normal
17311,normal
17955,vip
13405,normal
17994,normal
13800,normal
12866,normal
16275,light
13044,normal
15655,normal
17571,normal
12620,light
12559,vip
12414,normal
13158,light
15656,normal
17146,vip
12413,vip
17180,vip
17897,normal
14561,light
13155,vip
17616,normal
17515,normal
14759,normal
15415,normal
15303,normal
14400,light
17007,normal
16791,vip
14176,vip
12601,normal
13077,vip
15734,light
17142,normal
18095,vip
13748,normal
17970,light
16511,light
12426,light
12516,light
16348,normal
14649,normal
16072,normal
15222,normal
13510,light
13527,normal
14931,normal
14626,normal
16086,normal
14338,light
15071,normal
16838,normal
13270,vip
13452,vip
12464,normal
13038,normal
13849,light
16092,normal
15442,normal
17966,normal
17800,normal
15381,normal
14503,light
14645,light
17414,light
12872,vip
13243,light
18136,normal
14447,normal
17921,normal
17890,vip
15201,normal
17884,vip
17259,light
12707,normal
17507,vip
17849,vip
12380,light
15312,normal
17033,normal
12997,vip
16621,normal
13357,normal
15795,light
13731,normal
14493,light
16763,light
16109,normal
16584,normal
16116,light
17115,normal
15841,normal
17386,normal
17214,vip
14507,normal
14905,light
14377,normal
12728,vip
13493,vip
17905,normal
15755,vip
17796,vvip
14475,normal
15182,normal
17499,vip
17470,vip
15258,normal
13368,vip
17692,vip
15147,normal
16718,vip
13634,vip
16682,normal
14036,vip
15402,normal
12461,light
14321,normal
12545,normal
16022,normal
13743,normal
16987,normal
14631,vip
17537,vip
12693,vip
17990,vip
14021,normal
18183,vip
16306,vip
14220,vip
17802,normal
18189,normal
12615,light
14000,normal
14047,vip
14481,normal
13611,normal
17082,vip
13652,vip
14657,normal
12365,vip
15903,vip
17046,light
16572,normal
15384,normal
16431,vip
14577,normal
15449,normal
13610,normal
17090,vip
15214,normal
14548,normal
15376,normal
12924,vip
12422,normal
17027,vip
16770,vip
14223,normal
15199,vip
15648,normal
15133,vip
16115,vip
13064,normal
14603,normal
12576,normal
18218,vip
14006,vip
17731,normal
15426,vip
17288,vip
13846,vip
15643,normal
13963,vvip
13509,normal
16235,normal
17105,normal
17618,vip
14741,normal
16389,normal
16992,normal
16833,vip
17063,normal
12473,light
18121,normal
13951,normal
17749,normal
16377,normal
16043,vip
12599,normal
14794,vip
17042,normal
14222,light
17874,vip
12635,light
18171,normal
13637,normal
17228,vip
15024,vvip
18085,vip
15605,vip
16880,normal
13455,vip
12410,vip
14643,normal
16110,vip
18242,normal
17930,normal
14009,normal
17075,vip
15700,normal
17236,vip
17158,vip
13280,vip
16153,normal
14035,vip
13365,normal
16996,vip
14708,normal
14916,normal
16997,vvip
17324,vip
17588,normal
15574,vip
15681,normal
16633,normal
12849,normal
17293,normal
17560,normal
16449,normal
16612,normal
17242,light
17412,vip
14867,normal
17472,vip
17179,normal
16907,normal
13538,normal
17629,vip
13984,vip
15826,normal
14276,normal
18062,normal
15581,normal
15145,vip
16434,vip
12876,normal
13220,normal
13330,normal
12468,normal
14665,vvip
15059,vip
16007,normal
16146,normal
15563,normal
15045,normal
16175,normal
15192,normal
12976,normal
15421,vip
14293,normal
15407,normal
13900,normal
13753,vip
13650,vip
17469,normal
16859,normal
17047,normal
12908,normal
16419,vip
13117,vip
12951,vip
16256,normal
13717,normal
13370,vip
15223,vip
15980,normal
17048,vip
12462,vip
14229,vip
18287,normal
14918,light
14672,vip
14515,normal
12517,light
17602,vip
14730,vip
13376,normal
15722,normal
14748,vip
17409,normal
17554,light
13282,normal
15197,vip
12886,normal
17702,normal
13341,normal
13591,normal
15353,vip
14290,vip
12735,vip
16725,vvip
13583,light
17341,normal
15984,vip
16493,normal
16054,light
16546,vip
14583,normal
12710,normal
13614,normal
16726,vip
15996,vip
16341,normal
15906,normal
12645,vip
13118,vip
12609,normal
15987,normal
13647,normal
12530,vip
13707,vip
12854,vip
14655,normal
16276,light
18263,normal
17980,normal
15644,vip
17585,normal
15062,vip
13811,normal
13632,normal
13308,normal
15649,vip
15858,vip
16943,vip
16016,vip
13310,normal
12826,vip
17058,normal
13893,vip
13577,normal
13421,normal
15953,vip
16494,vip
16303,vip
14078,vip
14934,normal
12676,normal
13908,vip
14506,normal
16644,normal
13208,normal
15832,normal
18080,normal
14064,vip
13929,normal
14803,normal
16242,normal
16222,vip
13221,vip
15067,normal
15916,vip
16905,vip
14535,normal
14312,vip
12878,vip
16037,vip
13456,normal
16163,vip
16989,light
15128,normal
12449,light
12749,normal
13339,normal
15073,normal
17828,normal
14224,normal
16567,normal
12913,vip
16842,normal
17894,vvip
12494,normal
17353,light
13692,vip
17526,vvip
13294,normal
14546,normal
15620,vip
15100,vvip
15572,vip
16040,normal
14770,vip
15227,vip
13232,vip
13115,light
15076,light
13149,normal
17704,normal
16983,vip
13134,normal
12948,vip
17829,vip
13305,normal
13744,vip
16949,vip
15079,vip
14868,normal
13989,normal
16571,normal
15676,normal
15737,normal
12399,normal
14214,normal
15985,normal
14625,normal
16716,vip
17621,vip
14921,normal
13122,normal
12679,normal
16755,vip
14211,vip
17320,vip
16748,vip
14132,normal
12372,vip
16216,normal
14913,normal
12652,vip
14498,normal
13934,normal
14231,normal
14744,vvip
15122,normal
18133,normal
14532,vip
16394,normal
13658,normal
17932,normal
14081,vip
13848,vip
13107,normal
18257,vip
13791,light
13048,vip
12456,normal
16954,vip
13261,vip
15505,light
18125,vip
15625,normal
13764,normal
15220,vip
17218,vip
16059,normal
16225,normal
12562,normal
17262,vip
14837,normal
12877,vip
14233,vip
16308,vip
16150,vip
15027,normal
16395,normal
14256,vip
15497,vip
13168,vip
17147,normal
12674,normal
14920,vip
13481,normal
13397,normal
13752,normal
18283,normal
12463,normal
16515,normal
17774,normal
16081,normal
17002,vip
18069,normal
12823,vip
17019,vip
17083,vip
15508,vip
14621,normal
15898,vip
17126,normal
14640,normal
15628,normal
17646,vip
15058,vip
14195,normal
13012,normal
17282,normal
17663,normal
12514,normal
18142,normal
18145,normal
15658,vip
12670,normal
13627,normal
15104,normal
15333,normal
13253,normal
12717,normal
13235,normal
17612,normal
14422,normal
15671,vip
16317,normal
18177,normal
14404,vip
16320,normal
16409,normal
14584,vip
15240,normal
16520,vip
15777,vip
15464,vip
14524,vip
12528,normal
16539,vip
15271,normal
14465,vip
16057,vip
13630,vip
12393,vip
17372,vip
16214,normal
14411,vip
12815,normal
17277,vip
12457,vip
17442,normal
15123,normal
17739,vip
13495,vip
16326,normal
13126,vip
16980,vip
14352,normal
13715,vip
12354,normal
12759,normal
14878,vip
12360,normal
14217,normal
14038,normal
13491,normal
14188,normal
16503,vip
15237,normal
16735,vip
14215,vip
16676,vip
17671,normal
18178,vip
13517,light
18179,vip
14930,normal
18044,vip
12857,vip
17648,vip
15069,light
15750,vip
14817,normal
14161,vip
17346,vip
18077,vip
14336,vip
13590,normal
18093,vip
15716,normal
15021,normal
13450,normal
14544,vip
17700,vip
15140,vip
16293,vip
16045,normal
16455,vip
12928,normal
16717,normal
16875,normal
13819,vvip
16270,vip
17856,vip
17659,vip
17770,vip
12769,normal
16766,vip
17505,normal
15002,vvip
17651,normal
15983,vvip
13021,vip
14112,vip
16103,normal
15321,vip
16714,vip
17402,vip
15114,normal
12775,vip
17162,vip
15530,normal
18168,vip
13139,vip
14696,vip
13384,light
13425,normal
17191,vip
14502,normal
15819,normal
17672,vip
16817,vip
16496,vip
14440,vip
14175,normal
14825,vip
17673,normal
16638,vip
13224,light
14408,vip
17085,vip
12935,normal
17284,vip
15791,normal
16686,vip
13982,normal
16655,normal
14639,vvip
13394,vip
13476,normal
13507,light
17463,vip
13700,vip
15004,light
16359,vip
15796,vip
14045,vvip
15228,normal
18116,vvip
13151,vip
14105,normal
14669,vip
17164,normal
15241,vip
16692,vip
12362,normal
15485,vvip
13971,vip
14462,vip
16719,vip
15752,vip
17744,vvip
15171,vip
15811,vip
14239,vip
15813,vip
15641,vvip
13162,vip
14739,vip
13328,vip
14001,vip
14309,vip
17644,vip
17400,vip
15270,vvip
13317,vip
12483,vip
13184,vip
14541,vip
13094,vip
15493,normal
17449,vip
15146,normal
15527,vip
16681,vip
14257,normal
13501,vip
15033,vip
14154,vip
14466,vip
12770,normal
15810,vip
18219,vip
17530,vip
12684,vip
15674,vip
16671,light
13572,normal
15596,vip
13593,vip
12500,vip
18202,vip
17457,vip
17088,normal
13141,vip
15267,normal
17272,vip
13735,normal
18065,vip
15367,vip
13448,vip
12597,normal
13475,vip
14030,vvip
17758,vip
15394,vip
16618,vip
16156,vip
15955,vip
13769,vip
14740,vip
14713,vip
12423,vip
15187,normal
13862,vip
15179,vip
18097,vip
12613,vip
13771,vip
17211,vip
13265,vip
12726,vip
14587,vip
14572,vip
14004,normal
14758,vip
16966,vip
12348,vip
15057,vip
12408,vip
17069,vip
14702,vip
14388,vip
16678,vip
15157,normal
15265,normal
17314,vip
17059,vip
16098,vip
17685,vvip
14267,normal
16011,vip
14810,vip
16743,vip
15373,vip
16244,vip
12909,vip
14766,vip
14978,vvip
13709,vip
17512,vip
12818,vip
14844,normal
16497,vip
18061,vip
18075,vip
14700,normal
13426,vip
14530,vip
18239,vip
12352,vvip
17204,vip
14299,vvip
12758,vip
17738,normal
13659,vip
16143,vip
16928,vip
16456,vip
16889,vip
13362,vip
15932,vip
17827,vvip
12598,vip
13869,vvip
17873,vip
15812,vip
14442,vip
13555,vip
14390,vip
16712,vip
14210,vip
13985,vip
17655,vip
12798,normal
12868,vip
12578,vip
15150,normal
18079,vip
17368,vip
16801,vip
12406,normal
12708,vip
12377,vvip
15549,normal
13784,vip
14277,normal
15696,vip
14659,vip
18230,vip
17954,vip
17591,vip
13451,vip
14573,vip
16771,vvip
13344,vip
14163,normal
12656,vip
12967,vvip
15332,vvip
12600,vip
13437,normal
16131,vip
15785,vip
12388,vip
14776,vip
18245,vip
14334,vip
15687,vip
13880,vip
13983,vip
17838,vvip
14842,normal
17152,vip
14676,vip
12843,vip
14245,vip
12764,vip
15764,vip
12721,vip
16253,vip
16398,normal
12619,vip
14226,vip
12405,light
13654,vip
12957,vip
18173,vip
12633,vip
17377,vip
17231,vip
12395,vip
18272,normal
14562,vip
13883,vip
13564,normal
17667,vip
14409,vip
12424,normal
13015,vip
16550,vip
13381,normal
14935,vip
17863,vip
16168,vip
13014,vip
15834,vip
14903,vip
18144,vip
12594,vip
17634,vip
17188,vip
16152,vip
16570,vip
17220,vip
14107,vip
14459,light
15797,vip
12502,vip
17589,normal
16126,normal
14032,vip
14808,vip
12383,vip
13246,vip
17787,vip
13725,vip
16940,normal
12444,normal
14565,vip
17725,vip
12417,vip
14146,vip
16209,vip
16837,vip
14711,vip
13988,normal
14907,vip
16145,vip
14701,vip
14099,vip
