Brand,Sneaker,Sale,Retail,Order_Date
" Yeezy",350-V2-Blue-Tint,375,220,01-15
" Yeezy",350-V2-Blue-Tint,338,220,01-15
" Yeezy",350-V2-Blue-Tint,359,220,01-15
" Yeezy",350-V2-Blue-Tint,353,220,01-15
" Yeezy",350-V2-Blue-Tint,322,220,01-15
" Yeezy",350-V2-Blue-Tint,339,220,01-15
" Yeezy",350-V2-Blue-Tint,350,220,01-15
" Yeezy",350-V2-Blue-Tint,380,220,01-15
" Yeezy",350-V2-Blue-Tint,352,220,01-15
" Yeezy",350-V2-Blue-Tint,362,220,01-15
" Yeezy",350-V2-Blue-Tint,391,220,01-15
" Yeezy",350-V2-Blue-Tint,390,220,01-15
" Yeezy",350-V2-Blue-Tint,390,220,01-15
" Yeezy",350-V2-Blue-Tint,340,220,01-15
" Yeezy",350-V2-Blue-Tint,342,220,01-15
" Yeezy",350-V2-Blue-Tint,327,220,01-15
" Yeezy",350-V2-Blue-Tint,330,220,01-15
" Yeezy",350-V2-Blue-Tint,355,220,01-15
" Yeezy",350-V2-Blue-Tint,385,220,01-15
" Yeezy",350-V2-Blue-Tint,331,220,01-15
" Yeezy",350-V2-Blue-Tint,365,220,01-15
" Yeezy",350-V2-Blue-Tint,340,220,01-15
" Yeezy",350-V2-Blue-Tint,345,220,01-15
" Yeezy",350-V2-Blue-Tint,335,220,01-15
" Yeezy",350-V2-Blue-Tint,352,220,01-15
" Yeezy",350-V2-Blue-Tint,358,220,01-15
" Yeezy",350-V2-Blue-Tint,355,220,01-15
" Yeezy",350-V2-Blue-Tint,385,220,01-15
" Yeezy",350-V2-Blue-Tint,362,220,01-15
" Yeezy",350-V2-Blue-Tint,329,220,01-15
" Yeezy",350-V2-Core-Black-Red,852,220,01-15
" Yeezy",350-V2-Core-Black-Red-2017,827,220,01-15
" Yeezy",350-V2-Core-Black-Red-2017,830,220,01-15
" Yeezy",350-V2-Core-Black-White,720,220,01-15
" Yeezy",350-V2-Cream-White,488,220,01-15
" Yeezy",350-V2-Cream-White,519,220,01-15
" Yeezy",350-V2-Cream-White,440,220,01-15
" Yeezy",350-V2-Cream-White,500,220,01-15
" Yeezy",350-V2-Cream-White,420,220,01-15
" Yeezy",350-V2-Semi-Frozen-Yellow,698,220,01-15
" Yeezy",350-V2-Semi-Frozen-Yellow,550,220,01-15
" Yeezy",350-V2-Semi-Frozen-Yellow,755,220,01-15
" Yeezy",350-V2-Semi-Frozen-Yellow,650,220,01-15
" Yeezy",350-V2-Semi-Frozen-Yellow,598,220,01-15
" Yeezy",350-V2-Semi-Frozen-Yellow,635,220,01-15
" Yeezy",350-V2-Semi-Frozen-Yellow,630,220,01-15
" Yeezy",350-V2-Zebra,515,220,01-15
" Yeezy",350-V2-Zebra,575,220,01-15
" Yeezy",350-V2-Zebra,565,220,01-15
" Yeezy",350-V2-Zebra,530,220,01-15
" Yeezy",350-V2-Zebra,530,220,01-15
" Yeezy",350-V2-Zebra,520,220,01-15
" Yeezy",350-V2-Zebra,560,220,01-15
" Yeezy",350-Low-Pirate-Black-2015,897,200,01-16
" Yeezy",350-Low-V2-Beluga,855,220,01-16
" Yeezy",350-Low-V2-Beluga,710,220,01-16
" Yeezy",350-V2-Beluga-2pt0,404,220,01-16
" Yeezy",350-V2-Beluga-2pt0,380,220,01-16
" Yeezy",350-V2-Beluga-2pt0,399,220,01-16
" Yeezy",350-V2-Beluga-2pt0,360,220,01-16
" Yeezy",350-V2-Beluga-2pt0,388,220,01-16
" Yeezy",350-V2-Beluga-2pt0,375,220,01-16
" Yeezy",350-V2-Beluga-2pt0,360,220,01-16
" Yeezy",350-V2-Beluga-2pt0,370,220,01-16
" Yeezy",350-V2-Beluga-2pt0,360,220,01-16
" Yeezy",350-V2-Beluga-2pt0,357,220,01-16
" Yeezy",350-V2-Beluga-2pt0,361,220,01-16
" Yeezy",350-V2-Beluga-2pt0,364,220,01-16
" Yeezy",350-V2-Beluga-2pt0,364,220,01-16
" Yeezy",350-V2-Beluga-2pt0,380,220,01-16
" Yeezy",350-V2-Beluga-2pt0,405,220,01-16
" Yeezy",350-V2-Beluga-2pt0,440,220,01-16
" Yeezy",350-V2-Beluga-2pt0,387,220,01-16
" Yeezy",350-V2-Beluga-2pt0,399,220,01-16
" Yeezy",350-V2-Beluga-2pt0,380,220,01-16
" Yeezy",350-V2-Beluga-2pt0,392,220,01-16
" Yeezy",350-V2-Beluga-2pt0,409,220,01-16
" Yeezy",350-V2-Beluga-2pt0,490,220,01-16
" Yeezy",350-V2-Beluga-2pt0,412,220,01-16
" Yeezy",350-V2-Beluga-2pt0,410,220,01-16
" Yeezy",350-V2-Beluga-2pt0,440,220,01-16
" Yeezy",350-V2-Beluga-2pt0,394,220,01-16
" Yeezy",350-V2-Beluga-2pt0,350,220,01-16
" Yeezy",350-V2-Blue-Tint,369,220,01-16
" Yeezy",350-V2-Blue-Tint,333,220,01-16
" Yeezy",350-V2-Blue-Tint,333,220,01-16
" Yeezy",350-V2-Blue-Tint,340,220,01-16
" Yeezy",350-V2-Blue-Tint,340,220,01-16
" Yeezy",350-V2-Blue-Tint,370,220,01-16
" Yeezy",350-V2-Blue-Tint,350,220,01-16
" Yeezy",350-V2-Blue-Tint,320,220,01-16
" Yeezy",350-V2-Blue-Tint,705,220,01-16
" Yeezy",350-V2-Blue-Tint,381,220,01-16
" Yeezy",350-V2-Blue-Tint,360,220,01-16
" Yeezy",350-V2-Blue-Tint,359,220,01-16
" Yeezy",350-V2-Blue-Tint,368,220,01-16
" Yeezy",350-V2-Blue-Tint,330,220,01-16
" Yeezy",350-V2-Blue-Tint,375,220,01-16
" Yeezy",350-V2-Blue-Tint,346,220,01-16
" Yeezy",350-V2-Blue-Tint,335,220,01-16
" Yeezy",350-V2-Blue-Tint,355,220,01-16
" Yeezy",350-V2-Blue-Tint,340,220,01-16
" Yeezy",350-V2-Blue-Tint,352,220,01-16
" Yeezy",350-V2-Blue-Tint,360,220,01-16
" Yeezy",350-V2-Blue-Tint,384,220,01-16
" Yeezy",350-V2-Blue-Tint,399,220,01-16
" Yeezy",350-V2-Blue-Tint,379,220,01-16
" Yeezy",350-V2-Blue-Tint,365,220,01-16
" Yeezy",350-V2-Blue-Tint,340,220,01-16
" Yeezy",350-V2-Blue-Tint,370,220,01-16
" Yeezy",350-V2-Blue-Tint,349,220,01-16
" Yeezy",350-V2-Blue-Tint,370,220,01-16
" Yeezy",350-V2-Blue-Tint,380,220,01-16
" Yeezy",350-V2-Blue-Tint,365,220,01-16
" Yeezy",350-V2-Blue-Tint,379,220,01-16
" Yeezy",350-V2-Blue-Tint,344,220,01-16
" Yeezy",350-V2-Blue-Tint,350,220,01-16
" Yeezy",350-V2-Blue-Tint,368,220,01-16
" Yeezy",350-V2-Blue-Tint,362,220,01-16
" Yeezy",350-V2-Blue-Tint,340,220,01-16
" Yeezy",350-V2-Blue-Tint,339,220,01-16
" Yeezy",350-V2-Blue-Tint,338,220,01-16
" Yeezy",350-V2-Blue-Tint,380,220,01-16
" Yeezy",350-V2-Blue-Tint,339,220,01-16
" Yeezy",350-V2-Blue-Tint,335,220,01-16
" Yeezy",350-V2-Blue-Tint,335,220,01-16
" Yeezy",350-V2-Blue-Tint,340,220,01-16
" Yeezy",350-V2-Blue-Tint,380,220,01-16
" Yeezy",350-V2-Blue-Tint,400,220,01-16
" Yeezy",350-V2-Blue-Tint,335,220,01-16
" Yeezy",350-V2-Blue-Tint,389,220,01-16
" Yeezy",350-V2-Core-Black-Green,662,220,01-16
" Yeezy",350-V2-Core-Black-Red-2017,795,220,01-16
" Yeezy",350-V2-Core-Black-Red-2017,721,220,01-16
" Yeezy",350-V2-Core-Black-White,715,220,01-16
" Yeezy",350-V2-Core-Black-White,739,220,01-16
" Yeezy",350-V2-Core-Black-White,691,220,01-16
" Yeezy",350-V2-Cream-White,445,220,01-16
" Yeezy",350-V2-Cream-White,465,220,01-16
" Yeezy",350-V2-Cream-White,420,220,01-16
" Yeezy",350-V2-Cream-White,480,220,01-16
" Yeezy",350-V2-Cream-White,407,220,01-16
" Yeezy",350-V2-Semi-Frozen-Yellow,510,220,01-16
" Yeezy",350-V2-Semi-Frozen-Yellow,788,220,01-16
" Yeezy",350-V2-Semi-Frozen-Yellow,610,220,01-16
" Yeezy",350-V2-Semi-Frozen-Yellow,542,220,01-16
" Yeezy",350-V2-Semi-Frozen-Yellow,680,220,01-16
" Yeezy",350-V2-Semi-Frozen-Yellow,760,220,01-16
" Yeezy",350-V2-Semi-Frozen-Yellow,600,220,01-16
" Yeezy",350-V2-Semi-Frozen-Yellow,647,220,01-16
" Yeezy",350-V2-Semi-Frozen-Yellow,575,220,01-16
" Yeezy",350-V2-Zebra,501,220,01-16
" Yeezy",350-V2-Zebra,501,220,01-16
" Yeezy",350-V2-Zebra,535,220,01-16
" Yeezy",350-V2-Zebra,517,220,01-16
" Yeezy",350-V2-Zebra,565,220,01-16
" Yeezy",350-Low-Pirate-Black-2015,815,200,01-17
" Yeezy",350-Low-V2-Beluga,895,220,01-17
" Yeezy",350-Low-V2-Beluga,850,220,01-17
" Yeezy",350-V2-Beluga-2pt0,385,220,01-17
" Yeezy",350-V2-Beluga-2pt0,377,220,01-17
" Yeezy",350-V2-Beluga-2pt0,418,220,01-17
" Yeezy",350-V2-Beluga-2pt0,353,220,01-17
" Yeezy",350-V2-Beluga-2pt0,371,220,01-17
" Yeezy",350-V2-Beluga-2pt0,370,220,01-17
" Yeezy",350-V2-Beluga-2pt0,402,220,01-17
" Yeezy",350-V2-Beluga-2pt0,385,220,01-17
" Yeezy",350-V2-Beluga-2pt0,375,220,01-17
" Yeezy",350-V2-Beluga-2pt0,383,220,01-17
" Yeezy",350-V2-Beluga-2pt0,405,220,01-17
" Yeezy",350-V2-Beluga-2pt0,398,220,01-17
" Yeezy",350-V2-Beluga-2pt0,403,220,01-17
" Yeezy",350-V2-Beluga-2pt0,380,220,01-17
" Yeezy",350-V2-Beluga-2pt0,355,220,01-17
" Yeezy",350-V2-Beluga-2pt0,401,220,01-17
" Yeezy",350-V2-Beluga-2pt0,300,220,01-17
" Yeezy",350-V2-Beluga-2pt0,375,220,01-17
" Yeezy",350-V2-Beluga-2pt0,350,220,01-17
" Yeezy",350-V2-Beluga-2pt0,368,220,01-17
" Yeezy",350-V2-Beluga-2pt0,346,220,01-17
" Yeezy",350-V2-Beluga-2pt0,394,220,01-17
" Yeezy",350-V2-Beluga-2pt0,369,220,01-17
" Yeezy",350-V2-Beluga-2pt0,362,220,01-17
" Yeezy",350-V2-Beluga-2pt0,369,220,01-17
" Yeezy",350-V2-Beluga-2pt0,399,220,01-17
" Yeezy",350-V2-Beluga-2pt0,366,220,01-17
" Yeezy",350-V2-Beluga-2pt0,363,220,01-17
" Yeezy",350-V2-Blue-Tint,330,220,01-17
" Yeezy",350-V2-Blue-Tint,360,220,01-17
" Yeezy",350-V2-Blue-Tint,390,220,01-17
" Yeezy",350-V2-Blue-Tint,363,220,01-17
" Yeezy",350-V2-Blue-Tint,349,220,01-17
" Yeezy",350-V2-Blue-Tint,324,220,01-17
" Yeezy",350-V2-Blue-Tint,353,220,01-17
" Yeezy",350-V2-Blue-Tint,359,220,01-17
" Yeezy",350-V2-Blue-Tint,340,220,01-17
" Yeezy",350-V2-Blue-Tint,370,220,01-17
" Yeezy",350-V2-Blue-Tint,370,220,01-17
" Yeezy",350-V2-Blue-Tint,370,220,01-17
" Yeezy",350-V2-Blue-Tint,364,220,01-17
" Yeezy",350-V2-Blue-Tint,325,220,01-17
" Yeezy",350-V2-Blue-Tint,385,220,01-17
" Yeezy",350-V2-Blue-Tint,332,220,01-17
" Yeezy",350-V2-Blue-Tint,370,220,01-17
" Yeezy",350-V2-Blue-Tint,351,220,01-17
" Yeezy",350-V2-Blue-Tint,350,220,01-17
" Yeezy",350-V2-Blue-Tint,394,220,01-17
" Yeezy",350-V2-Blue-Tint,380,220,01-17
" Yeezy",350-V2-Blue-Tint,390,220,01-17
" Yeezy",350-V2-Blue-Tint,330,220,01-17
" Yeezy",350-V2-Blue-Tint,360,220,01-17
" Yeezy",350-V2-Blue-Tint,390,220,01-17
" Yeezy",350-V2-Blue-Tint,375,220,01-17
" Yeezy",350-V2-Blue-Tint,370,220,01-17
" Yeezy",350-V2-Blue-Tint,360,220,01-17
" Yeezy",350-V2-Blue-Tint,340,220,01-17
" Yeezy",350-V2-Blue-Tint,340,220,01-17
" Yeezy",350-V2-Blue-Tint,360,220,01-17
" Yeezy",350-V2-Blue-Tint,330,220,01-17
" Yeezy",350-V2-Blue-Tint,370,220,01-17
" Yeezy",350-V2-Blue-Tint,368,220,01-17
" Yeezy",350-V2-Blue-Tint,355,220,01-17
" Yeezy",350-V2-Blue-Tint,338,220,01-17
" Yeezy",350-V2-Blue-Tint,370,220,01-17
" Yeezy",350-V2-Blue-Tint,360,220,01-17
" Yeezy",350-V2-Blue-Tint,365,220,01-17
" Yeezy",350-V2-Blue-Tint,340,220,01-17
" Yeezy",350-V2-Blue-Tint,335,220,01-17
" Yeezy",350-V2-Blue-Tint,353,220,01-17
" Yeezy",350-V2-Blue-Tint,350,220,01-17
" Yeezy",350-V2-Blue-Tint,350,220,01-17
" Yeezy",350-V2-Blue-Tint,340,220,01-17
" Yeezy",350-V2-Blue-Tint,380,220,01-17
" Yeezy",350-V2-Blue-Tint,340,220,01-17
" Yeezy",350-V2-Blue-Tint,355,220,01-17
" Yeezy",350-V2-Blue-Tint,354,220,01-17
" Yeezy",350-V2-Blue-Tint,354,220,01-17
" Yeezy",350-V2-Blue-Tint,385,220,01-17
" Yeezy",350-V2-Blue-Tint,338,220,01-17
" Yeezy",350-V2-Core-Black-Copper,615,220,01-17
" Yeezy",350-V2-Core-Black-Red-2017,800,220,01-17
" Yeezy",350-V2-Core-Black-Red-2017,725,220,01-17
" Yeezy",350-V2-Core-Black-White,700,220,01-17
" Yeezy",350-V2-Core-Black-White,730,220,01-17
" Yeezy",350-V2-Cream-White,490,220,01-17
" Yeezy",350-V2-Cream-White,475,220,01-17
" Yeezy",350-V2-Cream-White,445,220,01-17
" Yeezy",350-V2-Semi-Frozen-Yellow,590,220,01-17
" Yeezy",350-V2-Semi-Frozen-Yellow,682,220,01-17
" Yeezy",350-V2-Semi-Frozen-Yellow,650,220,01-17
" Yeezy",350-V2-Semi-Frozen-Yellow,797,220,01-17
" Yeezy",350-V2-Zebra,525,220,01-17
" Yeezy",350-V2-Zebra,579,220,01-17
" Yeezy",350-V2-Zebra,511,220,01-17
" Yeezy",350-V2-Zebra,520,220,01-17
" Yeezy",350-Low-Oxford-Tan,"1,261",200,01-18
" Yeezy",350-Low-Pirate-Black-2015,846,200,01-18
" Yeezy",350-Low-V2-Beluga,875,220,01-18
" Yeezy",350-V2-Beluga-2pt0,398,220,01-18
" Yeezy",350-V2-Beluga-2pt0,411,220,01-18
" Yeezy",350-V2-Beluga-2pt0,366,220,01-18
" Yeezy",350-V2-Beluga-2pt0,372,220,01-18
" Yeezy",350-V2-Beluga-2pt0,360,220,01-18
" Yeezy",350-V2-Beluga-2pt0,371,220,01-18
" Yeezy",350-V2-Beluga-2pt0,372,220,01-18
" Yeezy",350-V2-Beluga-2pt0,385,220,01-18
" Yeezy",350-V2-Beluga-2pt0,365,220,01-18
" Yeezy",350-V2-Beluga-2pt0,404,220,01-18
" Yeezy",350-V2-Beluga-2pt0,398,220,01-18
" Yeezy",350-V2-Beluga-2pt0,391,220,01-18
" Yeezy",350-V2-Beluga-2pt0,360,220,01-18
" Yeezy",350-V2-Beluga-2pt0,350,220,01-18
" Yeezy",350-V2-Beluga-2pt0,381,220,01-18
" Yeezy",350-V2-Beluga-2pt0,361,220,01-18
" Yeezy",350-V2-Beluga-2pt0,375,220,01-18
" Yeezy",350-V2-Beluga-2pt0,350,220,01-18
" Yeezy",350-V2-Beluga-2pt0,380,220,01-18
" Yeezy",350-V2-Beluga-2pt0,355,220,01-18
" Yeezy",350-V2-Beluga-2pt0,382,220,01-18
" Yeezy",350-V2-Beluga-2pt0,400,220,01-18
" Yeezy",350-V2-Beluga-2pt0,384,220,01-18
" Yeezy",350-V2-Beluga-2pt0,338,220,01-18
" Yeezy",350-V2-Beluga-2pt0,370,220,01-18
" Yeezy",350-V2-Beluga-2pt0,398,220,01-18
" Yeezy",350-V2-Beluga-2pt0,402,220,01-18
" Yeezy",350-V2-Blue-Tint,369,220,01-18
" Yeezy",350-V2-Blue-Tint,370,220,01-18
" Yeezy",350-V2-Blue-Tint,364,220,01-18
" Yeezy",350-V2-Blue-Tint,360,220,01-18
" Yeezy",350-V2-Blue-Tint,365,220,01-18
" Yeezy",350-V2-Blue-Tint,350,220,01-18
" Yeezy",350-V2-Blue-Tint,345,220,01-18
" Yeezy",350-V2-Blue-Tint,342,220,01-18
" Yeezy",350-V2-Blue-Tint,385,220,01-18
" Yeezy",350-V2-Blue-Tint,370,220,01-18
" Yeezy",350-V2-Blue-Tint,367,220,01-18
" Yeezy",350-V2-Blue-Tint,335,220,01-18
" Yeezy",350-V2-Blue-Tint,353,220,01-18
" Yeezy",350-V2-Blue-Tint,362,220,01-18
" Yeezy",350-V2-Blue-Tint,348,220,01-18
" Yeezy",350-V2-Blue-Tint,326,220,01-18
" Yeezy",350-V2-Blue-Tint,385,220,01-18
" Yeezy",350-V2-Blue-Tint,326,220,01-18
" Yeezy",350-V2-Blue-Tint,379,220,01-18
" Yeezy",350-V2-Blue-Tint,369,220,01-18
" Yeezy",350-V2-Blue-Tint,369,220,01-18
" Yeezy",350-V2-Blue-Tint,349,220,01-18
" Yeezy",350-V2-Blue-Tint,340,220,01-18
" Yeezy",350-V2-Blue-Tint,349,220,01-18
" Yeezy",350-V2-Blue-Tint,375,220,01-18
" Yeezy",350-V2-Blue-Tint,339,220,01-18
" Yeezy",350-V2-Blue-Tint,360,220,01-18
" Yeezy",350-V2-Blue-Tint,370,220,01-18
" Yeezy",350-V2-Blue-Tint,345,220,01-18
" Yeezy",350-V2-Blue-Tint,367,220,01-18
" Yeezy",350-V2-Blue-Tint,349,220,01-18
" Yeezy",350-V2-Blue-Tint,361,220,01-18
" Yeezy",350-V2-Blue-Tint,370,220,01-18
" Yeezy",350-V2-Blue-Tint,360,220,01-18
" Yeezy",350-V2-Blue-Tint,340,220,01-18
" Yeezy",350-V2-Blue-Tint,340,220,01-18
" Yeezy",350-V2-Blue-Tint,369,220,01-18
" Yeezy",350-V2-Blue-Tint,375,220,01-18
" Yeezy",350-V2-Blue-Tint,374,220,01-18
" Yeezy",350-V2-Blue-Tint,335,220,01-18
" Yeezy",350-V2-Blue-Tint,387,220,01-18
" Yeezy",350-V2-Blue-Tint,351,220,01-18
" Yeezy",350-V2-Blue-Tint,365,220,01-18
" Yeezy",350-V2-Blue-Tint,339,220,01-18
" Yeezy",350-V2-Blue-Tint,380,220,01-18
" Yeezy",350-V2-Blue-Tint,390,220,01-18
" Yeezy",350-V2-Blue-Tint,365,220,01-18
" Yeezy",350-V2-Blue-Tint,379,220,01-18
" Yeezy",350-V2-Blue-Tint,374,220,01-18
" Yeezy",350-V2-Blue-Tint,369,220,01-18
" Yeezy",350-V2-Blue-Tint,352,220,01-18
" Yeezy",350-V2-Blue-Tint,326,220,01-18
" Yeezy",350-V2-Blue-Tint,340,220,01-18
" Yeezy",350-V2-Blue-Tint,340,220,01-18
" Yeezy",350-V2-Blue-Tint,362,220,01-18
" Yeezy",350-V2-Blue-Tint,345,220,01-18
" Yeezy",350-V2-Core-Black-Green,603,220,01-18
" Yeezy",350-V2-Core-Black-Red,881,220,01-18
" Yeezy",350-V2-Core-Black-Red-2017,900,220,01-18
" Yeezy",350-V2-Core-Black-Red-2017,770,220,01-18
" Yeezy",350-V2-Core-Black-Red-2017,795,220,01-18
" Yeezy",350-V2-Core-Black-White,760,220,01-18
" Yeezy",350-V2-Core-Black-White,719,220,01-18
" Yeezy",350-V2-Cream-White,435,220,01-18
" Yeezy",350-V2-Cream-White,426,220,01-18
" Yeezy",350-V2-Cream-White,480,220,01-18
" Yeezy",350-V2-Cream-White,440,220,01-18
" Yeezy",350-V2-Semi-Frozen-Yellow,571,220,01-18
" Yeezy",350-V2-Semi-Frozen-Yellow,700,220,01-18
" Yeezy",350-V2-Semi-Frozen-Yellow,781,220,01-18
" Yeezy",350-V2-Semi-Frozen-Yellow,775,220,01-18
" Yeezy",350-V2-Semi-Frozen-Yellow,660,220,01-18
" Yeezy",350-V2-Semi-Frozen-Yellow,616,220,01-18
" Yeezy",350-V2-Zebra,508,220,01-18
" Yeezy",350-V2-Zebra,620,220,01-18
" Yeezy",350-V2-Zebra,580,220,01-18
" Yeezy",350-V2-Zebra,512,220,01-18
" Yeezy",350-V2-Zebra,536,220,01-18
" Yeezy",350-V2-Zebra,536,220,01-18
" Yeezy",350-V2-Zebra,540,220,01-18
" Yeezy",350-V2-Zebra,582,220,01-18
" Yeezy",350-Low-Moonrock,"1,140",200,01-19
" Yeezy",350-Low-Pirate-Black-2015,820,200,01-19
" Yeezy",350-Low-Pirate-Black-2015,950,200,01-19
" Yeezy",350-Low-Pirate-Black-2016,"1,000",200,01-19
" Yeezy",350-Low-V2-Beluga,710,220,01-19
" Yeezy",350-V2-Beluga-2pt0,420,220,01-19
" Yeezy",350-V2-Beluga-2pt0,435,220,01-19
" Yeezy",350-V2-Beluga-2pt0,418,220,01-19
" Yeezy",350-V2-Beluga-2pt0,373,220,01-19
" Yeezy",350-V2-Beluga-2pt0,370,220,01-19
" Yeezy",350-V2-Beluga-2pt0,385,220,01-19
" Yeezy",350-V2-Beluga-2pt0,416,220,01-19
" Yeezy",350-V2-Beluga-2pt0,335,220,01-19
" Yeezy",350-V2-Beluga-2pt0,490,220,01-19
" Yeezy",350-V2-Beluga-2pt0,400,220,01-19
" Yeezy",350-V2-Beluga-2pt0,385,220,01-19
" Yeezy",350-V2-Beluga-2pt0,425,220,01-19
" Yeezy",350-V2-Beluga-2pt0,445,220,01-19
" Yeezy",350-V2-Beluga-2pt0,315,220,01-19
" Yeezy",350-V2-Beluga-2pt0,367,220,01-19
" Yeezy",350-V2-Beluga-2pt0,330,220,01-19
" Yeezy",350-V2-Beluga-2pt0,365,220,01-19
" Yeezy",350-V2-Beluga-2pt0,392,220,01-19
" Yeezy",350-V2-Beluga-2pt0,395,220,01-19
" Yeezy",350-V2-Beluga-2pt0,305,220,01-19
" Yeezy",350-V2-Beluga-2pt0,400,220,01-19
" Yeezy",350-V2-Beluga-2pt0,350,220,01-19
" Yeezy",350-V2-Beluga-2pt0,354,220,01-19
" Yeezy",350-V2-Beluga-2pt0,406,220,01-19
" Yeezy",350-V2-Beluga-2pt0,340,220,01-19
" Yeezy",350-V2-Beluga-2pt0,380,220,01-19
" Yeezy",350-V2-Beluga-2pt0,435,220,01-19
" Yeezy",350-V2-Beluga-2pt0,385,220,01-19
" Yeezy",350-V2-Blue-Tint,389,220,01-19
" Yeezy",350-V2-Blue-Tint,394,220,01-19
" Yeezy",350-V2-Blue-Tint,385,220,01-19
" Yeezy",350-V2-Blue-Tint,365,220,01-19
" Yeezy",350-V2-Blue-Tint,371,220,01-19
" Yeezy",350-V2-Blue-Tint,370,220,01-19
" Yeezy",350-V2-Blue-Tint,377,220,01-19
" Yeezy",350-V2-Blue-Tint,350,220,01-19
" Yeezy",350-V2-Blue-Tint,410,220,01-19
" Yeezy",350-V2-Blue-Tint,331,220,01-19
" Yeezy",350-V2-Blue-Tint,370,220,01-19
" Yeezy",350-V2-Blue-Tint,384,220,01-19
" Yeezy",350-V2-Blue-Tint,364,220,01-19
" Yeezy",350-V2-Blue-Tint,380,220,01-19
" Yeezy",350-V2-Blue-Tint,385,220,01-19
" Yeezy",350-V2-Blue-Tint,395,220,01-19
" Yeezy",350-V2-Blue-Tint,374,220,01-19
" Yeezy",350-V2-Blue-Tint,354,220,01-19
" Yeezy",350-V2-Blue-Tint,345,220,01-19
" Yeezy",350-V2-Blue-Tint,350,220,01-19
" Yeezy",350-V2-Blue-Tint,343,220,01-19
" Yeezy",350-V2-Blue-Tint,347,220,01-19
" Yeezy",350-V2-Blue-Tint,351,220,01-19
" Yeezy",350-V2-Blue-Tint,365,220,01-19
" Yeezy",350-V2-Blue-Tint,355,220,01-19
" Yeezy",350-V2-Blue-Tint,343,220,01-19
" Yeezy",350-V2-Blue-Tint,373,220,01-19
