ym,stockCode,description,cust_cnt,rev_total
2010-12,22384,"LUNCH BAG PINK POLKADOT",25,501.39999999999986
2010-12,21156,"RETROSPOT CHILDRENS APRON",22,498.59999999999997
2010-12,79067,"CORONA MEXICAN TRAY",16,496.25
2010-12,22171,"3 HOOK PHOTO SHELF ANTIQUE WHITE",15,489.6
2010-12,84947,"ANTIQUE SILVER TEA GLASS ENGRAVED",23,487.64
2010-12,22095,"LADS ONLY TISSUE BOX",14,487.5
2010-12,22222,"CAKE PLATE LOVEBIRD WHITE",22,486.8999999999999
2010-12,35924,"HANGING FAIRY CAKE DECORATION",4,483.96
2010-12,21143,"ANTIQUE GLASS HEART DECORATION ",19,481.64999999999975
2010-12,22549,"PICTURE DOMINOES",27,478.5999999999998
2010-12,22179,"SET 10 LIGHTS NIGHT OWL",13,473.55
2010-12,21743,"STAR PORTABLE TABLE LIGHT ",15,471.94999999999993
2010-12,22783,"SET 3 WICKER OVAL BASKETS W LIDS",12,469.8
2010-12,21533,"RETROSPOT LARGE MILK JUG",25,468.30000000000007
2010-12,22418,"10 COLOUR SPACEBOY PEN",24,464.9499999999998
2010-12,21107,"CREAM SLICE FLANNEL PINK SPOT ",11,464.54999999999995
2010-12,22444,"GROW YOUR OWN PLANT IN A CAN ",12,464.26
2010-12,85174,"S/4 CACTI CANDLES",16,463.94999999999993
2010-12,85184C,"S/4 VALENTINE DECOUPAGE HEART BOX",18,463.2499999999999
2010-12,82001S,"VINYL RECORD FRAME SILVER",8,463.04999999999995
2010-12,21558,"SKULL LUNCH BOX WITH CUTLERY ",12,462.15000000000015
2010-12,20733,"GOLD MINI TAPE MEASURE ",6,461.75
2010-12,21217,"RED RETROSPOT ROUND CAKE TINS",22,457.6999999999998
2010-12,21673,"WHITE SPOT BLUE CERAMIC DRAWER KNOB",15,455.7
2010-12,22827,"RUSTIC  SEVENTEEN DRAWER SIDEBOARD",2,455
2010-12,22144,"CHRISTMAS CRAFT LITTLE FRIENDS",39,454.1000000000001
2010-12,21735,"TWO DOOR CURIO CABINET",9,454.05
2010-12,22636,"CHILDS BREAKFAST SET CIRCUS PARADE",19,452.2
2010-12,22173,"METAL 4 HOOK HANGER FRENCH CHATEAU",24,451.34999999999997
2010-12,22348,"TEA BAG PLATE RED RETROSPOT",21,448.7999999999999
2010-12,22150,"3 STRIPEY MICE FELTCRAFT",33,448.1999999999998
2010-12,22082,"RIBBON REEL STRIPES DESIGN ",37,447.15
2010-12,70006,"LOVE HEART POCKET WARMER",23,446.2500000000001
2010-12,22561,"WOODEN SCHOOL COLOURING SET",22,445.95000000000005
2010-12,85178,"VICTORIAN SEWING KIT",9,445
2010-12,22314,"OFFICE MUG WARMER CHOC+BLUE",12,442.9
2010-12,22942,"CHRISTMAS LIGHTS 10 SANTAS ",19,442
2010-12,22454,"MEASURING TAPE BABUSHKA RED",13,441.34999999999997
2010-12,22751,"FELTCRAFT PRINCESS OLIVIA DOLL",20,440.22
2010-12,21340,"CLASSIC METAL BIRDCAGE PLANT HOLDER",13,439.70000000000005
2010-12,21539,"RED RETROSPOT BUTTER DISH",23,437.8500000000001
2010-12,22381,"TOY TIDY PINK POLKADOT",15,432.9
2010-12,21756,"BATH BUILDING BLOCK WORD",21,432.30000000000007
2010-12,22771,"CLEAR DRAWER KNOB ACRYLIC EDWARDIAN",15,431.95
2010-12,22424,"ENAMEL BREAD BIN CREAM",14,431.85
2010-12,22567,"20 DOLLY PEGS RETROSPOT",16,431.02
2010-12,22595,"CHRISTMAS GINGHAM HEART",27,430.9299999999999
2010-12,48173C,"DOORMAT BLACK FLOCK ",18,430.64999999999986
2010-12,84970S,"HANGING HEART ZINC T-LIGHT HOLDER",22,430.45999999999987
2010-12,20971,"PINK BLUE FELT CRAFT TRINKET BOX",28,426.39
2010-12,22170,"PICTURE FRAME WOOD TRIPLE PORTRAIT",13,426.3
2010-12,22649,"STRAWBERRY FAIRY CAKE TEAPOT",12,418.79999999999995
2010-12,20975,"12 PENCILS SMALL TUBE RED RETROSPOT",35,418.60000000000014
2010-12,22855,"FINE WICKER HEART ",19,417.64
2010-12,20719,"WOODLAND CHARLOTTE BAG",21,408.3
2010-12,22740,"POLKADOT PEN",7,408
2010-12,21165,"BEWARE OF THE CAT METAL SIGN ",28,407.6
2010-12,85049E,"SCANDINAVIAN REDS RIBBONS",39,405
2010-12,21094,"SET/6 RED SPOTTY PAPER PLATES",18,404.4699999999999
2010-12,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",13,403.95
2010-12,22623,"BOX OF VINTAGE JIGSAW BLOCKS ",23,401.79999999999995
2010-12,72802C,"VANILLA SCENT CANDLE JEWELLED BOX",17,400.08
2010-12,22154,"ANGEL DECORATION 3 BUTTONS ",19,399.54000000000013
2010-12,20967,"GREY FLORAL FELTCRAFT SHOULDER BAG",31,397.5
2010-12,22645,"CERAMIC HEART FAIRY CAKE MONEY BANK",22,397.5
2010-12,21888,"BINGO SET",22,395.79
2010-12,22766,"PHOTO FRAME CORNICE",25,395.30000000000007
2010-12,22297,"HEART IVORY TRELLIS SMALL",24,395
2010-12,85014B,"RED RETROSPOT UMBRELLA",19,392.70000000000005
2010-12,22352,"LUNCH BOX WITH CUTLERY RETROSPOT ",19,391.20000000000005
2010-12,22273,"FELTCRAFT DOLL MOLLY",19,390.84999999999997
2010-12,22774,"RED DRAWER KNOB ACRYLIC EDWARDIAN",11,390.7
2010-12,22180,"RETROSPOT LAMP",11,390.54999999999995
2010-12,90057,"DIAMANTE RING ASSORTED IN BOX.",3,390
2010-12,21136,"PAINTED METAL PEARS ASSORTED",22,388.6999999999998
2010-12,22301,"COFFEE MUG CAT + BIRD DESIGN",21,387.60000000000014
2010-12,85014A,"BLACK/BLUE POLKADOT UMBRELLA",19,386.75
2010-12,22813,"PACK 3 BOXES BIRD PANNETONE ",19,384.59999999999997
2010-12,22962,"JAM JAR WITH PINK LID",27,383.32999999999987
2010-12,22627,"MINT KITCHEN SCALES",17,382.5
2010-12,82582,"AREA PATROLLED METAL SIGN",20,382.20000000000005
2010-12,20966,"SANDWICH BATH SPONGE",22,381.25
2010-12,47590A,"BLUE HAPPY BIRTHDAY BUNTING",9,379.65000000000003
2010-12,20711,"JUMBO BAG TOYS ",11,379.5
2010-12,21429,"RED GINGHAM ROSE JEWELLERY BOX",26,377.8499999999999
2010-12,21098,"CHRISTMAS TOILET ROLL",34,373.82
2010-12,22296,"HEART IVORY TRELLIS LARGE",20,371.2499999999999
2010-12,21658,"GLASS  BEURRE DISH",11,370.48
2010-12,22840,"ROUND CAKE TIN VINTAGE RED",16,369.59999999999985
2010-12,84988,"SET OF 72 PINK HEART PAPER DOILIES",15,369.3999999999999
2010-12,84032B,"CHARLIE + LOLA RED HOT WATER BOTTLE",22,369.09999999999997
2010-12,22456,"NATURAL SLATE CHALKBOARD LARGE ",16,368.55
2010-12,22141,"CHRISTMAS CRAFT TREE TOP ANGEL",30,368.50000000000006
2010-12,22801,"ANTIQUE GLASS PEDESTAL BOWL",18,367.5
2010-12,22637,"PIGGY BANK RETROSPOT ",25,367.2
2010-12,21218,"RED SPOTTY BISCUIT TIN",11,365.25
2010-12,20963,"APPLE BATH SPONGE",22,365
2010-12,22452,"MEASURING TAPE BABUSHKA PINK",8,363.8999999999999
2010-12,22503,"CABIN BAG VINTAGE PAISLEY",3,362.65
2010-12,85116,"BLACK CANDELABRA T-LIGHT HOLDER",8,362.1000000000001
2010-12,21068,"VINTAGE BILLBOARD LOVE/HATE MUG",5,361.9700000000002
2010-12,22385,"JUMBO BAG SPACEBOY DESIGN",19,361.95
2010-12,22090,"PAPER BUNTING RETROSPOT",11,361.6
2010-12,21587,"COSY HOUR GIANT TUBE MATCHES",17,360.90000000000003
2010-12,21876,"POTTERING MUG",21,360.79
2010-12,22759,"SET OF 3 NOTEBOOKS IN PARCEL",32,359.7000000000001
2010-12,22453,"MEASURING TAPE BABUSHKA BLUE",7,358.75
2010-12,20972,"PINK CREAM FELT CRAFT TRINKET BOX ",35,358.75
2010-12,15056P,"EDWARDIAN PARASOL PINK",10,357.65
2010-12,22417,"PACK OF 60 SPACEBOY CAKE CASES",20,356.54999999999995
2010-12,22312,"OFFICE MUG WARMER POLKADOT",16,354
2010-12,22072,"RED RETROSPOT TEA CUP AND SAUCER ",17,352.5
