柳丰斥档,林惑捍内靛,己喊,楷飞焙,券磊荐,疙技辑 没备扒荐,夸剧鞭咯厚侩醚咀,焊氰磊何淬陛
2018,A01,巢,17_80~84技,3,3,4028680 ,3293690 
2018,A01,巢,18_85技 捞惑,1,1,2307410 ,1900930 
2018,A01,咯,01_0~4技,6,13,8134380 ,7306680 
2018,A01,咯,02_5~9技,5,6,10111560 ,9344800 
2018,A01,咯,03_10~14技,6,11,13132310 ,12230720 
2018,A01,咯,04_15~19技,9,16,34043100 ,28488260 
2018,A01,咯,05_20~24技,10,21,28966850 ,23524170 
2018,A01,咯,06_25~29技,9,21,27140770 ,22191420 
2018,A01,咯,07_30~34技,12,37,30678680 ,24324330 
2018,A01,咯,08_35~39技,9,17,17871590 ,13898090 
2018,A01,咯,09_40~44技,4,9,13352530 ,10903120 
2018,A01,咯,10_45~49技,6,9,15839880 ,12523200 
2018,A01,咯,11_50~54技,10,30,37656870 ,30262690 
2018,A01,咯,12_55~59技,11,24,29576650 ,24054400 
2018,A01,咯,13_60~64技,15,33,40503000 ,32766010 
2018,A01,咯,14_65~69技,9,15,28516090 ,23129410 
2018,A01,咯,15_70~74技,2,3,1263370 ,1023910 
2018,A01,咯,16_75~79技,3,3,7220600 ,5855220 
2018,A01,咯,17_80~84技,4,5,13239760 ,11229140 
2018,A01,咯,18_85技 捞惑,1,1,11130 ,6730 
2018,A02,巢,01_0~4技,339,577,324347050 ,287893490 
2018,A02,巢,02_5~9技,269,421,221851650 ,197198520 
2018,A02,巢,03_10~14技,150,218,139182030 ,124512570 
2018,A02,巢,04_15~19技,185,273,69690120 ,53959050 
2018,A02,巢,05_20~24技,141,176,22799190 ,17796750 
2018,A02,巢,06_25~29技,142,175,16104650 ,12029910 
2018,A02,巢,07_30~34技,109,135,22640550 ,17507100 
2018,A02,巢,08_35~39技,105,158,24526300 ,19027630 
2018,A02,巢,09_40~44技,84,121,31548220 ,24878360 
2018,A02,巢,10_45~49技,122,174,27176220 ,20326640 
2018,A02,巢,11_50~54技,119,169,49620360 ,37915150 
2018,A02,巢,12_55~59技,176,272,82807320 ,64289210 
2018,A02,巢,13_60~64技,128,216,88154060 ,68589590 
2018,A02,巢,14_65~69技,115,194,97841040 ,78869370 
2018,A02,巢,15_70~74技,82,135,72572840 ,56410570 
2018,A02,巢,16_75~79技,70,113,45691700 ,36385330 
2018,A02,巢,17_80~84技,33,46,18544470 ,14471330 
2018,A02,巢,18_85技 捞惑,24,31,21514750 ,16657430 
2018,A02,咯,01_0~4技,368,598,338206950 ,303887840 
2018,A02,咯,02_5~9技,204,316,197737940 ,176930620 
2018,A02,咯,03_10~14技,138,211,113577840 ,103172670 
2018,A02,咯,04_15~19技,215,303,108166090 ,84520400 
2018,A02,咯,05_20~24技,144,202,25695250 ,19833220 
2018,A02,咯,06_25~29技,174,237,28336140 ,21062030 
2018,A02,咯,07_30~34技,126,161,10977700 ,8177640 
2018,A02,咯,08_35~39技,152,253,21115710 ,16361550 
2018,A02,咯,09_40~44技,134,178,27059180 ,20877880 
2018,A02,咯,10_45~49技,178,279,36471300 ,28218380 
2018,A02,咯,11_50~54技,176,281,62282560 ,48400370 
2018,A02,咯,12_55~59技,203,311,80589440 ,62531590 
2018,A02,咯,13_60~64技,163,324,49008020 ,36797450 
2018,A02,咯,14_65~69技,111,213,45479690 ,34811400 
2018,A02,咯,15_70~74技,95,188,43726490 ,33612940 
2018,A02,咯,16_75~79技,98,180,94545020 ,75105550 
2018,A02,咯,17_80~84技,61,106,30490830 ,24758670 
2018,A02,咯,18_85技 捞惑,26,37,36703400 ,28842980 
2018,A03,巢,01_0~4技,10,16,7940310 ,7296620 
2018,A03,巢,02_5~9技,16,48,6202870 ,5210750 
2018,A03,巢,03_10~14技,5,7,6526090 ,5726930 
2018,A03,巢,04_15~19技,6,8,14470070 ,12118190 
2018,A03,巢,05_20~24技,4,6,2947780 ,2203450 
2018,A03,巢,06_25~29技,5,8,5422860 ,4496480 
2018,A03,巢,07_30~34技,5,9,173920 ,66420 
2018,A03,巢,08_35~39技,3,4,2567690 ,2159730 
2018,A03,巢,09_40~44技,2,2,665470 ,556160 
2018,A03,巢,10_45~49技,1,1,197530 ,98830 
2018,A03,巢,11_50~54技,3,4,46460 ,33860 
2018,A03,巢,12_55~59技,4,4,2349800 ,1929660 
2018,A03,巢,13_60~64技,5,7,10014840 ,7657410 
2018,A03,巢,14_65~69技,5,7,11245840 ,9110890 
2018,A03,巢,15_70~74技,3,3,5513590 ,4351040 
2018,A03,巢,16_75~79技,2,2,1905090 ,1565820 
2018,A03,巢,17_80~84技,2,2,24850 ,22450 
2018,A03,咯,01_0~4技,9,9,575230 ,461820 
2018,A03,咯,02_5~9技,15,24,9483310 ,8563100 
2018,A03,咯,03_10~14技,14,26,11821080 ,10921440 
2018,A03,咯,04_15~19技,14,19,8018040 ,6707560 
2018,A03,咯,05_20~24技,9,10,16528660 ,13715940 
2018,A03,咯,06_25~29技,6,7,11040500 ,9225210 
2018,A03,咯,07_30~34技,7,7,12372580 ,10333960 
2018,A03,咯,08_35~39技,7,13,2914410 ,2274100 
2018,A03,咯,09_40~44技,4,6,7342490 ,5824160 
2018,A03,咯,10_45~49技,7,7,8555460 ,6791020 
2018,A03,咯,11_50~54技,6,7,2855390 ,2352930 
2018,A03,咯,12_55~59技,8,11,7633490 ,6035770 
2018,A03,咯,13_60~64技,7,11,9036860 ,7402640 
2018,A03,咯,14_65~69技,5,8,6098280 ,4794520 
2018,A03,咯,15_70~74技,3,3,172070 ,96470 
2018,A03,咯,16_75~79技,1,2,3292470 ,2675660 
2018,A03,咯,17_80~84技,2,3,3102620 ,2324970 
2018,A03,咯,18_85技 捞惑,2,3,4795480 ,3751370 
2018,A04,巢,01_0~4技,9550,16579,1034142230 ,901055970 
2018,A04,巢,02_5~9技,10442,15063,807763110 ,678174310 
2018,A04,巢,03_10~14技,15503,21314,1055246100 ,874811370 
2018,A04,巢,04_15~19技,27530,38521,1530588410 ,1128369120 
2018,A04,巢,05_20~24技,26548,32789,1533216510 ,1096058590 
2018,A04,巢,06_25~29技,31939,39009,1615042760 ,1138311460 
2018,A04,巢,07_30~34技,26090,31900,1378529520 ,983076910 
2018,A04,巢,08_35~39技,26157,32029,1435620790 ,1014424350 
2018,A04,巢,09_40~44技,20922,26545,1176681420 ,833402290 
2018,A04,巢,10_45~49技,21211,27656,1218520670 ,865176070 
2018,A04,巢,11_50~54技,19081,25344,1497164440 ,1099963530 
2018,A04,巢,12_55~59技,21100,28852,1607007900 ,1166578000 
2018,A04,巢,13_60~64技,17901,26002,1588681110 ,1180599180 
2018,A04,巢,14_65~69技,14295,22139,1466791730 ,1157197730 
2018,A04,巢,15_70~74技,11520,19064,1793223870 ,1409038830 
2018,A04,巢,16_75~79技,10287,18119,2812543320 ,2256354200 
2018,A04,巢,17_80~84技,5693,10068,2351111700 ,1868883050 
2018,A04,巢,18_85技 捞惑,2535,4728,2063902270 ,1625550150 
2018,A04,咯,01_0~4技,8216,14477,822181490 ,715699360 
2018,A04,咯,02_5~9技,8599,12249,646433930 ,540819160 
2018,A04,咯,03_10~14技,12066,16432,777246540 ,639398920 
2018,A04,咯,04_15~19技,27971,37541,1605723290 ,1181112150 
2018,A04,咯,05_20~24技,33737,41482,1895158980 ,1343932680 
2018,A04,咯,06_25~29技,33695,42184,1784501890 ,1260324050 
2018,A04,咯,07_30~34技,26288,33477,1364125700 ,960490490 
2018,A04,咯,08_35~39技,27023,36064,1488087660 ,1051835490 
2018,A04,咯,09_40~44技,22878,31424,1315883470 ,932249440 
2018,A04,咯,10_45~49技,25158,35116,1651751510 ,1180748310 
2018,A04,咯,11_50~54技,24435,34208,1814374000 ,1306890890 
2018,A04,咯,12_55~59技,27660,40023,2491907820 ,1841410390 
2018,A04,咯,13_60~64技,23325,35044,2182782830 ,1621495730 
2018,A04,咯,14_65~69技,18292,28924,2004152030 ,1562015060 
2018,A04,咯,15_70~74技,15245,25483,2673712750 ,2144678100 
2018,A04,咯,16_75~79技,14707,25093,4168438160 ,3290268390 
2018,A04,咯,17_80~84技,9148,15850,4433615050 ,3494297580 
2018,A04,咯,18_85技 捞惑,5209,9145,4640435320 ,3650366180 
2018,A05,巢,01_0~4技,127,157,31836570 ,29478400 
2018,A05,巢,02_5~9技,345,423,32289060 ,27252520 
2018,A05,巢,03_10~14技,874,1138,60311130 ,50391690 
2018,A05,巢,04_15~19技,1593,2073,77184160 ,58443030 
2018,A05,巢,05_20~24技,1446,1722,70640290 ,49803140 
2018,A05,巢,06_25~29技,1537,1827,57209970 ,41014360 
2018,A05,巢,07_30~34技,1265,1496,51325240 ,36654850 
2018,A05,巢,08_35~39技,1341,1654,46468010 ,32384370 
2018,A05,巢,09_40~44技,1093,1338,50097170 ,35009890 
2018,A05,巢,10_45~49技,1212,1484,52201240 ,37338580 
2018,A05,巢,11_50~54技,1097,1377,67793890 ,50270710 
2018,A05,巢,12_55~59技,1228,1596,64086940 ,46461160 
2018,A05,巢,13_60~64技,1033,1404,56263040 ,41820000 
2018,A05,巢,14_65~69技,835,1271,41472480 ,33092060 
2018,A05,巢,15_70~74技,700,1113,46743890 ,37999590 
2018,A05,巢,16_75~79技,602,1011,47810900 ,37700170 
2018,A05,巢,17_80~84技,338,676,26944250 ,20976640 
2018,A05,巢,18_85技 捞惑,138,239,7290520 ,5841470 
2018,A05,咯,01_0~4技,91,112,30300850 ,27347670 
2018,A05,咯,02_5~9技,258,323,27481530 ,23412520 
2018,A05,咯,03_10~14技,692,871,84249560 ,70551190 
2018,A05,咯,04_15~19技,1820,2234,121983690 ,92186260 
2018,A05,咯,05_20~24技,1779,2056,69485790 ,50289680 
2018,A05,咯,06_25~29技,1830,2180,58415110 ,41128550 
2018,A05,咯,07_30~34技,1340,1593,60505890 ,43915710 
2018,A05,咯,08_35~39技,1374,1735,60934590 ,43774070 
2018,A05,咯,09_40~44技,1136,1424,47123260 ,33707460 
2018,A05,咯,10_45~49技,1433,1908,85010290 ,62377050 
2018,A05,咯,11_50~54技,1351,1786,86913030 ,63602920 
2018,A05,咯,12_55~59技,1590,2141,112391660 ,82812800 
2018,A05,咯,13_60~64技,1409,2017,99445590 ,73053410 
2018,A05,咯,14_65~69技,1051,1574,61572550 ,48676340 
2018,A05,咯,15_70~74技,851,1371,50365240 ,40807380 
2018,A05,咯,16_75~79技,890,1575,83022000 ,66383910 
2018,A05,咯,17_80~84技,590,1000,53246080 ,42304410 
2018,A05,咯,18_85技 捞惑,316,496,35686070 ,28396640 
2018,A06,巢,01_0~4技,236,597,12388150 ,10339490 
2018,A06,巢,02_5~9技,185,407,9082040 ,7115580 
2018,A06,巢,03_10~14技,102,152,4824100 ,3893450 
2018,A06,巢,04_15~19技,164,229,18436770 ,14102100 
2018,A06,巢,05_20~24技,185,211,15000520 ,10845890 
2018,A06,巢,06_25~29技,184,242,10981270 ,7779960 
2018,A06,巢,07_30~34技,134,178,10683410 ,8028050 
2018,A06,巢,08_35~39技,131,179,7554850 ,5552310 
2018,A06,巢,09_40~44技,122,218,31233240 ,24615000 
2018,A06,巢,10_45~49技,120,184,20679720 ,14579300 
2018,A06,巢,11_50~54技,116,180,20715430 ,14837920 
2018,A06,巢,12_55~59技,144,221,17309170 ,12978790 
2018,A06,巢,13_60~64技,132,211,27665040 ,19833980 
2018,A06,巢,14_65~69技,136,220,9448270 ,6842760 
2018,A06,巢,15_70~74技,115,200,26721290 ,19361590 
2018,A06,巢,16_75~79技,107,184,27876740 ,20777920 
2018,A06,巢,17_80~84技,52,137,5902220 ,3821940 
2018,A06,巢,18_85技 捞惑,19,37,1019120 ,690120 
2018,A06,咯,01_0~4技,221,531,7808920 ,6178820 
2018,A06,咯,02_5~9技,145,266,10416710 ,8740850 
2018,A06,咯,03_10~14技,60,79,1350400 ,951600 
2018,A06,咯,04_15~19技,145,188,9066150 ,6788620 
2018,A06,咯,05_20~24技,191,229,12171560 ,8748870 
2018,A06,咯,06_25~29技,212,249,13962630 ,10067230 
2018,A06,咯,07_30~34技,161,232,13304770 ,9770940 
2018,A06,咯,08_35~39技,170,265,9200760 ,6295700 
2018,A06,咯,09_40~44技,117,172,4150860 ,3068030 
2018,A06,咯,10_45~49技,170,257,12394670 ,9173110 
2018,A06,咯,11_50~54技,159,221,14380290 ,10707960 
2018,A06,咯,12_55~59技,193,288,18572160 ,13865450 
2018,A06,咯,13_60~64技,150,245,82346700 ,73388370 
2018,A06,咯,14_65~69技,149,237,7498610 ,5847690 
2018,A06,咯,15_70~74技,120,191,9551380 ,7273390 
2018,A06,咯,16_75~79技,120,205,21066290 ,16222850 
2018,A06,咯,17_80~84技,65,127,10971470 ,7924580 
2018,A06,咯,18_85技 捞惑,43,62,12394000 ,10004370 
2018,A07,巢,01_0~4技,12,14,303690 ,189090 
2018,A07,巢,02_5~9技,6,6,248160 ,215330 
2018,A07,巢,03_10~14技,19,21,356910 ,236010 
2018,A07,巢,04_15~19技,29,32,2055620 ,1545150 
2018,A07,巢,05_20~24技,36,38,1978990 ,1421680 
2018,A07,巢,06_25~29技,36,40,612720 ,429920 
2018,A07,巢,07_30~34技,24,26,373720 ,263220 
2018,A07,巢,08_35~39技,30,34,775940 ,492840 
2018,A07,巢,09_40~44技,20,20,1028480 ,766460 
2018,A07,巢,10_45~49技,36,41,937290 ,530490 
2018,A07,巢,11_50~54技,34,37,549050 ,383050 
2018,A07,巢,12_55~59技,64,80,2496780 ,1791750 
2018,A07,巢,13_60~64技,44,53,1326620 ,929930 
2018,A07,巢,14_65~69技,39,67,2665130 ,2077590 
2018,A07,巢,15_70~74技,17,20,278800 ,243900 
2018,A07,巢,16_75~79技,20,33,417440 ,369440 
2018,A07,巢,17_80~84技,19,44,633910 ,481510 
2018,A07,巢,18_85技 捞惑,7,10,572890 ,434130 
2018,A07,咯,01_0~4技,1,1,35360 ,25460 
2018,A07,咯,02_5~9技,4,4,276160 ,153160 
2018,A07,咯,03_10~14技,8,8,131820 ,92720 
2018,A07,咯,04_15~19技,35,44,886880 ,627480 
2018,A07,咯,05_20~24技,37,41,3792450 ,2809090 
2018,A07,咯,06_25~29技,29,29,1479250 ,1075790 
2018,A07,咯,07_30~34技,20,21,364920 ,258520 
2018,A07,咯,08_35~39技,21,25,771390 ,539290 
2018,A07,咯,09_40~44技,24,26,486320 ,325320 
2018,A07,咯,10_45~49技,31,43,1149830 ,752030 
2018,A07,咯,11_50~54技,50,57,2285730 ,1650190 
2018,A07,咯,12_55~59技,53,59,1155960 ,797760 
2018,A07,咯,13_60~64技,47,56,919800 ,644700 
2018,A07,咯,14_65~69技,34,59,740840 ,648640 
2018,A07,咯,15_70~74技,23,25,341790 ,304390 
2018,A07,咯,16_75~79技,19,24,510490 ,408690 
2018,A07,咯,17_80~84技,12,20,241920 ,211520 
2018,A07,咯,18_85技 捞惑,10,12,160870 ,142070 
2018,A08,巢,01_0~4技,64309,102041,7222791800 ,6389900660 
2018,A08,巢,02_5~9技,42672,59562,2876621870 ,2391621520 
2018,A08,巢,03_10~14技,23796,32605,1282748400 ,1032802280 
2018,A08,巢,04_15~19技,15847,22307,663799690 ,484279050 
2018,A08,巢,05_20~24技,8685,10394,358002790 ,250661410 
2018,A08,巢,06_25~29技,9789,11346,380987350 ,264976810 
2018,A08,巢,07_30~34技,8210,9448,325274860 ,225416650 
2018,A08,巢,08_35~39技,8714,10149,392336180 ,275822720 
2018,A08,巢,09_40~44技,6929,8177,286780130 ,202014780 
2018,A08,巢,10_45~49技,6843,8403,292267150 ,205396070 
2018,A08,巢,11_50~54技,5467,6834,263136510 ,185881220 
2018,A08,巢,12_55~59技,5449,7050,283566300 ,203587590 
2018,A08,巢,13_60~64技,4521,6165,241168340 ,172462320 
2018,A08,巢,14_65~69技,3650,5296,175387060 ,136646680 
2018,A08,巢,15_70~74技,2927,4479,139242730 ,110493370 
2018,A08,巢,16_75~79技,2543,4127,156100500 ,122242530 
2018,A08,巢,17_80~84技,1390,2294,87147040 ,69629170 
2018,A08,巢,18_85技 捞惑,619,1011,64840380 ,50887670 
2018,A08,咯,01_0~4技,55183,85881,5988050070 ,5299131570 
2018,A08,咯,02_5~9技,37254,51792,2459837180 ,2042508220 
2018,A08,咯,03_10~14技,20359,27552,1152919700 ,935575700 
2018,A08,咯,04_15~19技,18137,24138,798724730 ,587589400 
2018,A08,咯,05_20~24技,12836,15310,594351980 ,416826340 
2018,A08,咯,06_25~29技,12671,14961,536795390 ,373667250 
2018,A08,咯,07_30~34技,10997,13107,480736780 ,339087250 
2018,A08,咯,08_35~39技,12139,14850,552533140 ,392174830 
2018,A08,咯,09_40~44技,9497,12001,409666740 ,289068120 
2018,A08,咯,10_45~49技,9204,11824,399934510 ,281232220 
2018,A08,咯,11_50~54技,7818,10224,384253840 ,272435330 
2018,A08,咯,12_55~59技,8173,11001,448452520 ,324332250 
2018,A08,咯,13_60~64技,6649,9146,371325740 ,267225340 
2018,A08,咯,14_65~69技,5163,7384,310945830 ,241298910 
2018,A08,咯,15_70~74技,3967,6154,254071580 ,199518220 
2018,A08,咯,16_75~79技,3739,5999,335604300 ,262904600 
2018,A08,咯,17_80~84技,2294,3696,222267140 ,173256940 
2018,A08,咯,18_85技 捞惑,1221,1933,151301800 ,117655260 
2018,A09,巢,01_0~4技,392793,864802,29337041760 ,24056670620 
2018,A09,巢,02_5~9技,280306,470287,17429903610 ,13446363410 
2018,A09,巢,03_10~14技,176910,270600,11691771620 ,8983641740 
2018,A09,巢,04_15~19技,162458,248883,12178286070 ,8615536410 
2018,A09,巢,05_20~24技,122517,161722,10534092890 ,7157701680 
2018,A09,巢,06_25~29技,143684,188614,11095616210 ,7463012740 
2018,A09,巢,07_30~34技,126052,163985,9220865020 ,6157764080 
2018,A09,巢,08_35~39技,132933,173764,10146163340 ,6842768270 
2018,A09,巢,09_40~44技,107058,142681,8632368680 ,5875702790 
2018,A09,巢,10_45~49技,105090,141584,8803227330 ,6028791550 
2018,A09,巢,11_50~54技,90739,125034,9147283600 ,6341388350 
2018,A09,巢,12_55~59技,97312,137798,10609355940 ,7423109490 
2018,A09,巢,13_60~64技,79301,118242,9150133010 ,6461277670 
2018,A09,巢,14_65~69技,61745,98960,7539277280 ,5553525400 
2018,A09,巢,15_70~74技,50197,86251,6984692270 ,5157342050 
2018,A09,巢,16_75~79技,41750,74228,6851153500 ,5120368150 
2018,A09,巢,17_80~84技,23639,44135,5589015640 ,4212803210 
2018,A09,巢,18_85技 捞惑,11284,21627,3954341420 ,2981607220 
2018,A09,咯,01_0~4技,347920,739959,24784476010 ,20355459950 
2018,A09,咯,02_5~9技,246161,412475,14677983500 ,11348446760 
2018,A09,咯,03_10~14技,151269,229273,10665743120 ,8275200360 
2018,A09,咯,04_15~19技,183867,280331,14969997360 ,10571927100 
2018,A09,咯,05_20~24技,175042,234830,15313709330 ,10292659840 
2018,A09,咯,06_25~29技,174169,235373,14157086970 ,9414866220 
2018,A09,咯,07_30~34技,147956,200816,11115444580 ,7387222040 
2018,A09,咯,08_35~39技,159345,222141,12129129780 ,8161399960 
2018,A09,咯,09_40~44技,127291,180883,10449006190 ,7098830170 
2018,A09,咯,10_45~49技,129707,183792,12181869950 ,8369189090 
2018,A09,咯,11_50~54技,119573,170734,13274663100 ,9211309200 
2018,A09,咯,12_55~59技,131480,192784,16214371000 ,11374498870 
2018,A09,咯,13_60~64技,105586,160241,13358110040 ,9425215730 
2018,A09,咯,14_65~69技,79780,128579,10462912340 ,7678857950 
2018,A09,咯,15_70~74技,62687,106435,10008729380 ,7447767470 
2018,A09,咯,16_75~79技,60844,107061,13152660220 ,9861833480 
2018,A09,咯,17_80~84技,39903,71509,12195351390 ,9219736140 
2018,A09,咯,18_85技 捞惑,24271,43193,9447928310 ,7151314270 
2018,A15,巢,01_0~4技,3,9,3448450 ,3402530 
2018,A15,巢,02_5~9技,7,13,13393580 ,12633380 
2018,A15,巢,03_10~14技,17,43,15762870 ,14944500 
2018,A15,巢,04_15~19技,235,1472,238509590 ,232175310 
2018,A15,巢,05_20~24技,396,2442,603333410 ,582680800 
2018,A15,巢,06_25~29技,592,4211,851513200 ,823003970 
2018,A15,巢,07_30~34技,573,3580,1150345630 ,1117306160 
2018,A15,巢,08_35~39技,747,5250,1805453720 ,1743983080 
2018,A15,巢,09_40~44技,921,5638,1906505230 ,1832263170 
2018,A15,巢,10_45~49技,1422,9252,3700111940 ,3588444310 
2018,A15,巢,11_50~54技,1677,10551,3889932830 ,3759271760 
2018,A15,巢,12_55~59技,2284,13912,6280352470 ,6076064350 
2018,A15,巢,13_60~64技,2053,12162,5019129780 ,4838104190 
2018,A15,巢,14_65~69技,1710,9638,4204448790 ,4050744370 
2018,A15,巢,15_70~74技,1686,9411,4131818360 ,3985847720 
2018,A15,巢,16_75~79技,2068,11509,6108627370 ,5915678780 
2018,A15,巢,17_80~84技,1575,8389,5716581700 ,5525811620 
2018,A15,巢,18_85技 捞惑,930,4657,4322059640 ,4176361720 
2018,A15,咯,01_0~4技,1,1,13930 ,12630 
2018,A15,咯,02_5~9技,6,8,247890 ,112190 
2018,A15,咯,03_10~14技,17,59,18244520 ,17346190 
2018,A15,咯,04_15~19技,135,687,154036940 ,149146140 
2018,A15,咯,05_20~24技,392,2403,524127610 ,507615430 
2018,A15,咯,06_25~29技,571,3353,793741510 ,772537760 
2018,A15,咯,07_30~34技,551,3742,846240840 ,822337200 
2018,A15,咯,08_35~39技,629,4269,992813900 ,964693850 
2018,A15,咯,09_40~44技,559,3788,979543750 ,954223590 
2018,A15,咯,10_45~49技,633,3321,836265640 ,799896240 
2018,A15,咯,11_50~54技,686,4067,995509420 ,957529100 
2018,A15,咯,12_55~59技,779,4090,977354990 ,937733750 
2018,A15,咯,13_60~64技,778,4018,1056434730 ,1009444860 
2018,A15,咯,14_65~69技,771,4073,1456649220 ,1406518560 
2018,A15,咯,15_70~74技,1001,5748,2398848400 ,2296055650 
2018,A15,咯,16_75~79技,1656,8970,5115219130 ,4925136200 
2018,A15,咯,17_80~84技,1631,8686,5988614470 ,5712876110 
2018,A15,咯,18_85技 捞惑,1392,7043,6682150560 ,6364357950 
2018,A16,巢,01_0~4技,10,20,5154860 ,5000910 
2018,A16,巢,02_5~9技,17,54,17636410 ,16751220 
2018,A16,巢,03_10~14技,43,124,39333350 ,37067890 
2018,A16,巢,04_15~19技,348,1998,340035670 ,327275140 
2018,A16,巢,05_20~24技,521,2503,493877640 ,473104490 
2018,A16,巢,06_25~29技,739,4004,932384480 ,900460380 
2018,A16,巢,07_30~34技,699,4046,845678020 ,810740300 
2018,A16,巢,08_35~39技,801,4525,892687760 ,860881680 
2018,A16,巢,09_40~44技,908,4960,1202103130 ,1160324460 
2018,A16,巢,10_45~49技,1284,7290,1880853290 ,1809033100 
2018,A16,巢,11_50~54技,1574,8261,2411471060 ,2331427020 
2018,A16,巢,12_55~59技,1982,10396,2828685950 ,2720043830 
2018,A16,巢,13_60~64技,1757,8272,2783657150 ,2674148890 
2018,A16,巢,14_65~69技,1532,7612,2613917960 ,2493552060 
2018,A16,巢,15_70~74技,1315,6727,2492271430 ,2379436620 
2018,A16,巢,16_75~79技,1631,7960,3917224380 ,3752902060 
2018,A16,巢,17_80~84技,1157,5287,3037556110 ,2901817350 
2018,A16,巢,18_85技 捞惑,682,2839,2597494850 ,2481058160 
2018,A16,咯,01_0~4技,15,50,9843880 ,9613320 
2018,A16,咯,02_5~9技,14,34,4884650 ,4533650 
2018,A16,咯,03_10~14技,32,91,22974880 ,21711170 
2018,A16,咯,04_15~19技,220,1381,265772940 ,258784130 
2018,A16,咯,05_20~24技,504,2593,542413840 ,522862070 
2018,A16,咯,06_25~29技,738,4016,785925180 ,758318000 
2018,A16,咯,07_30~34技,622,3304,655956280 ,632932730 
2018,A16,咯,08_35~39技,683,3811,807219650 ,774348910 
2018,A16,咯,09_40~44技,649,3368,574879070 ,550707230 
2018,A16,咯,10_45~49技,765,3477,704965260 ,675576960 
2018,A16,咯,11_50~54技,710,3237,630890260 ,591607360 
2018,A16,咯,12_55~59技,895,4172,875626750 ,828781390 
2018,A16,咯,13_60~64技,843,3607,877405770 ,827103450 
2018,A16,咯,14_65~69技,639,2831,953469030 ,891302530 
2018,A16,咯,15_70~74技,763,3451,1243205500 ,1185534620 
2018,A16,咯,16_75~79技,1121,5253,2766513210 ,2653498850 
2018,A16,咯,17_80~84技,1129,5358,3597159840 ,3413266220 
2018,A16,咯,18_85技 捞惑,993,4568,4130567650 ,3888658850 
2018,A17,巢,01_0~4技,2,26,22202360 ,21889920 
2018,A17,巢,02_5~9技,2,25,4482250 ,3803050 
2018,A17,巢,03_10~14技,1,5,1189520 ,1073070 
2018,A17,巢,04_15~19技,12,81,32293420 ,28172410 
2018,A17,巢,05_20~24技,19,65,82131540 ,78480460 
2018,A17,巢,06_25~29技,25,160,137007420 ,132173190 
2018,A17,巢,07_30~34技,33,134,293543780 ,284618050 
2018,A17,巢,08_35~39技,46,260,121283920 ,113323960 
2018,A17,巢,09_40~44技,40,184,197535560 ,179484600 
2018,A17,巢,10_45~49技,35,172,77721490 ,68393460 
