柳丰斥档,林惑捍内靛,己喊,楷飞焙,券磊荐,疙技辑 没备扒荐,夸剧鞭咯厚侩醚咀,焊氰磊何淬陛
2020,A08,巢,18_85技 捞惑,649,1143,89005270,67267830
2020,A08,咯,01_0~4技,26254,38805,4017285990,3562945450
2020,A08,咯,02_5~9技,19352,26378,1738794240,1442364100
2020,A08,咯,03_10~14技,11524,15335,937505110,764463920
2020,A08,咯,04_15~19技,10786,14274,791007910,582213340
2020,A08,咯,05_20~24技,8886,10502,634643850,439260010
2020,A08,咯,06_25~29技,9794,11677,654488150,448005650
2020,A08,咯,07_30~34技,7803,9385,554101260,383324650
2020,A08,咯,08_35~39技,7985,10134,584477140,409168380
2020,A08,咯,09_40~44技,6850,8854,461622030,325496190
2020,A08,咯,10_45~49技,6584,8764,452473630,317989960
2020,A08,咯,11_50~54技,5886,7957,501222580,356437010
2020,A08,咯,12_55~59技,5801,8094,502595650,356556800
2020,A08,咯,13_60~64技,5488,8003,526492940,385476420
2020,A08,咯,14_65~69技,4420,6774,373567030,282018690
2020,A08,咯,15_70~74技,3434,5478,316905900,243759350
2020,A08,咯,16_75~79技,2930,4949,320234070,246397470
2020,A08,咯,17_80~84技,2215,3780,313303890,241586650
2020,A08,咯,18_85技 捞惑,1325,2256,241761590,186314950
2020,A09,巢,01_0~4技,214688,406363,15808643350,13348509050
2020,A09,巢,02_5~9技,160764,250911,10644555070,8175682020
2020,A09,巢,03_10~14技,115625,170541,8733659040,6672632950
2020,A09,巢,04_15~19技,117231,177632,9899027980,7007647380
2020,A09,巢,05_20~24技,97156,133584,10296425970,7048677470
2020,A09,巢,06_25~29技,119075,158042,11061650840,7473799430
2020,A09,巢,07_30~34技,99927,132248,8630050850,5812341770
2020,A09,巢,08_35~39技,101705,135315,8976397900,6081109810
2020,A09,巢,09_40~44技,85837,116029,8223547540,5628077090
2020,A09,巢,10_45~49技,79098,109224,8000397230,5504984510
2020,A09,巢,11_50~54技,71697,101056,8150166550,5652810630
2020,A09,巢,12_55~59技,70482,101463,9204244720,6472039010
2020,A09,巢,13_60~64技,67516,102590,9792427460,6978624970
2020,A09,巢,14_65~69技,53660,88350,7709331610,5691456480
2020,A09,巢,15_70~74技,44652,78548,7459983190,5574396380
2020,A09,巢,16_75~79技,35802,65771,7335055990,5547571830
2020,A09,巢,17_80~84技,22861,43156,5807882880,4409052280
2020,A09,巢,18_85技 捞惑,11778,22882,4292758210,3249031130
2020,A09,咯,01_0~4技,187881,347228,13406801540,11305506520
2020,A09,咯,02_5~9技,145971,228508,9684873360,7459056130
2020,A09,咯,03_10~14技,96722,141574,7992497110,6149310040
2020,A09,咯,04_15~19技,118459,173831,10943889060,7695082730
2020,A09,咯,05_20~24技,127868,171903,13689084650,9297482950
2020,A09,咯,06_25~29技,142176,193436,13392017020,9004179890
2020,A09,咯,07_30~34技,111315,152471,9790316700,6592270870
2020,A09,咯,08_35~39技,114721,161826,10054502110,6800648230
2020,A09,咯,09_40~44技,99440,143284,9562433780,6538906030
2020,A09,咯,10_45~49技,97239,141892,10373562730,7152514430
2020,A09,咯,11_50~54技,93339,136387,11446104140,7955895680
2020,A09,咯,12_55~59技,94622,141782,13538511820,9555287230
2020,A09,咯,13_60~64技,90291,140255,13583470460,9647261070
2020,A09,咯,14_65~69技,70394,117074,11078468600,8165665880
2020,A09,咯,15_70~74技,55343,96950,9921646930,7423611030
2020,A09,咯,16_75~79技,49822,90146,11885115940,8982997920
2020,A09,咯,17_80~84技,37342,68590,12573200500,9540723890
2020,A09,咯,18_85技 捞惑,24161,42778,11230491580,8544620860
2020,A15,巢,01_0~4技,4,20,17120020,17050020
2020,A15,巢,02_5~9技,5,17,2413300,2155340
2020,A15,巢,03_10~14技,18,57,22955230,21810540
2020,A15,巢,04_15~19技,116,657,165401240,161271030
2020,A15,巢,05_20~24技,235,1317,368053030,356552770
2020,A15,巢,06_25~29技,359,2668,740980060,719641520
2020,A15,巢,07_30~34技,382,2442,922240590,894263630
2020,A15,巢,08_35~39技,433,2911,1191619940,1164216500
2020,A15,巢,09_40~44技,569,3747,1826048520,1779912210
2020,A15,巢,10_45~49技,904,5857,3092372100,3013492690
2020,A15,巢,11_50~54技,1213,7378,3570895530,3474808300
2020,A15,巢,12_55~59技,1559,9680,4107428410,3989521730
2020,A15,巢,13_60~64技,1619,10099,4501090820,4359526100
2020,A15,巢,14_65~69技,1247,7280,3172757800,3080390140
2020,A15,巢,15_70~74技,1258,6829,3305842550,3178391430
2020,A15,巢,16_75~79技,1390,7741,5144408440,4978549050
2020,A15,巢,17_80~84技,1237,6273,4975566800,4812823480
2020,A15,巢,18_85技 捞惑,819,4047,4337091430,4187737580
2020,A15,咯,01_0~4技,4,13,2830530,2598640
2020,A15,咯,02_5~9技,2,15,7378270,7250350
2020,A15,咯,03_10~14技,11,59,52354610,51832020
2020,A15,咯,04_15~19技,86,699,186463870,180429800
2020,A15,咯,05_20~24技,227,1258,365597690,355046820
2020,A15,咯,06_25~29技,337,1940,478837580,463379480
2020,A15,咯,07_30~34技,328,2291,635200890,624830000
2020,A15,咯,08_35~39技,366,2453,634133030,618547130
2020,A15,咯,09_40~44技,342,2313,661603230,645614790
2020,A15,咯,10_45~49技,404,2394,679249650,651590320
2020,A15,咯,11_50~54技,436,2498,627963660,606916540
2020,A15,咯,12_55~59技,464,2796,940333980,911256850
2020,A15,咯,13_60~64技,514,2784,1071191330,1031224600
2020,A15,咯,14_65~69技,503,2834,1209327960,1167018920
2020,A15,咯,15_70~74技,649,3435,1849147020,1777771650
2020,A15,咯,16_75~79技,1047,5886,3405539260,3262166770
2020,A15,咯,17_80~84技,1221,6188,5001664470,4802283740
2020,A15,咯,18_85技 捞惑,1194,5847,6263952840,6012504500
2020,A16,巢,01_0~4技,6,15,8066520,7768330
2020,A16,巢,02_5~9技,4,11,355700,326500
2020,A16,巢,03_10~14技,28,84,41336080,40190770
2020,A16,巢,04_15~19技,168,895,177243170,168310580
2020,A16,巢,05_20~24技,308,1495,412476780,399850580
2020,A16,巢,06_25~29技,537,3102,719959980,697623360
2020,A16,巢,07_30~34技,489,2595,810704310,786800520
2020,A16,巢,08_35~39技,542,2945,810632260,783889760
2020,A16,巢,09_40~44技,635,3396,923434120,887417640
2020,A16,巢,10_45~49技,965,5961,2007578820,1944933620
2020,A16,巢,11_50~54技,1185,6858,2103668960,2039919230
2020,A16,巢,12_55~59技,1485,8039,2735450810,2642793700
2020,A16,巢,13_60~64技,1587,8492,2742676630,2651268110
2020,A16,巢,14_65~69技,1248,6519,2471624110,2377560780
2020,A16,巢,15_70~74技,1211,6289,2620903120,2535936530
2020,A16,巢,16_75~79技,1284,6381,3646785400,3508391630
2020,A16,巢,17_80~84技,1047,5135,3490296580,3347107480
2020,A16,巢,18_85技 捞惑,759,3642,3468846300,3328634790
2020,A16,咯,01_0~4技,5,12,246470,183270
2020,A16,咯,02_5~9技,5,7,1885600,1762580
2020,A16,咯,03_10~14技,15,68,7140760,6847600
2020,A16,咯,04_15~19技,138,696,248983990,242921880
2020,A16,咯,05_20~24技,410,2337,556027920,538717280
2020,A16,咯,06_25~29技,491,2609,544061420,519126370
2020,A16,咯,07_30~34技,448,2500,498048790,484232600
2020,A16,咯,08_35~39技,480,2532,652022700,633917810
2020,A16,咯,09_40~44技,410,2260,556524650,539511480
2020,A16,咯,10_45~49技,504,2619,832293800,803287080
2020,A16,咯,11_50~54技,557,2816,604909860,576668670
2020,A16,咯,12_55~59技,642,3128,791859280,754404580
2020,A16,咯,13_60~64技,681,3007,878430530,828753660
2020,A16,咯,14_65~69技,571,2736,865780050,808764910
2020,A16,咯,15_70~74技,550,2852,1117470920,1063027050
2020,A16,咯,16_75~79技,854,4133,2357443030,2251625210
2020,A16,咯,17_80~84技,1035,5301,3474045670,3333499250
2020,A16,咯,18_85技 捞惑,952,4572,4275418020,4061963850
2020,A17,巢,02_5~9技,1,1,56510,14810
2020,A17,巢,04_15~19技,5,31,32232510,30318780
2020,A17,巢,05_20~24技,15,93,158464160,150363420
2020,A17,巢,06_25~29技,24,178,393254940,372146760
2020,A17,巢,07_30~34技,25,113,200245210,188946840
2020,A17,巢,08_35~39技,23,106,85971860,75292510
2020,A17,巢,09_40~44技,17,66,77635970,64533070
2020,A17,巢,10_45~49技,24,131,104830220,96628930
2020,A17,巢,11_50~54技,30,187,280913360,244814020
2020,A17,巢,12_55~59技,31,181,170122000,152028440
2020,A17,巢,13_60~64技,33,198,301460110,289191480
2020,A17,巢,14_65~69技,21,84,194889920,187072570
2020,A17,巢,15_70~74技,25,123,219650450,205912140
2020,A17,巢,16_75~79技,26,135,499070250,479188090
2020,A17,巢,17_80~84技,15,63,243122860,230592330
2020,A17,巢,18_85技 捞惑,6,24,30095810,28955740
2020,A17,咯,01_0~4技,1,12,764070,755970
2020,A17,咯,02_5~9技,1,1,102050,33050
2020,A17,咯,04_15~19技,2,9,584550,493350
2020,A17,咯,05_20~24技,8,28,27308700,26793090
2020,A17,咯,06_25~29技,15,112,102928910,92035150
2020,A17,咯,07_30~34技,14,60,75630890,68282800
2020,A17,咯,08_35~39技,16,116,129756090,126761080
2020,A17,咯,09_40~44技,10,37,45583450,39186330
2020,A17,咯,10_45~49技,13,94,113688800,109088670
2020,A17,咯,11_50~54技,16,173,19917770,17035700
2020,A17,咯,12_55~59技,14,99,144344990,136528050
2020,A17,咯,13_60~64技,25,129,88913780,80534240
2020,A17,咯,14_65~69技,29,130,66256500,58203750
2020,A17,咯,15_70~74技,15,79,197826920,166813430
2020,A17,咯,16_75~79技,25,123,298245080,264054680
2020,A17,咯,17_80~84技,14,46,123756050,113921840
2020,A17,咯,18_85技 捞惑,10,35,113344880,102997470
2020,A18,巢,01_0~4技,18,58,4323370,4076350
2020,A18,巢,02_5~9技,13,53,6146980,5663540
2020,A18,巢,03_10~14技,9,29,2554810,1741110
2020,A18,巢,04_15~19技,43,246,32590390,30617860
2020,A18,巢,05_20~24技,91,657,125645680,119443040
2020,A18,巢,06_25~29技,189,1279,228436740,213820120
2020,A18,巢,07_30~34技,206,1285,414493160,391293740
2020,A18,巢,08_35~39技,238,1258,314573880,290144200
2020,A18,巢,09_40~44技,235,1319,242511320,222250570
2020,A18,巢,10_45~49技,243,1217,255056880,235003040
2020,A18,巢,11_50~54技,212,1174,396878090,369894720
2020,A18,巢,12_55~59技,248,1592,437159660,410001090
2020,A18,巢,13_60~64技,290,1463,795432300,759033160
2020,A18,巢,14_65~69技,252,1533,651355620,616333260
2020,A18,巢,15_70~74技,224,1176,483401170,457336160
2020,A18,巢,16_75~79技,228,1307,782310350,739905500
2020,A18,巢,17_80~84技,161,829,620025730,581795440
2020,A18,巢,18_85技 捞惑,97,506,312435310,291293120
2020,A18,咯,01_0~4技,15,56,10757020,9322910
2020,A18,咯,02_5~9技,8,14,6970820,6252840
2020,A18,咯,03_10~14技,15,51,39740170,38612840
2020,A18,咯,04_15~19技,41,164,39217300,35465210
2020,A18,咯,05_20~24技,98,687,107274730,101968430
2020,A18,咯,06_25~29技,191,1328,150367280,135773890
2020,A18,咯,07_30~34技,193,1311,228090650,214190050
2020,A18,咯,08_35~39技,209,1397,224319490,203325080
2020,A18,咯,09_40~44技,276,1563,286566260,267391800
2020,A18,咯,10_45~49技,314,1956,304324540,279571840
2020,A18,咯,11_50~54技,380,2304,351545670,317358370
2020,A18,咯,12_55~59技,413,2338,488437320,455076340
