柳丰斥档,林惑捍内靛,己喊,楷飞焙,券磊荐,疙技辑 没备扒荐,夸剧鞭咯厚侩醚咀,焊氰磊何淬陛
2019,A04,咯,16_75~79技,14031,24174,4421585960 ,3509973710 
2019,A04,咯,17_80~84技,9315,16211,4520808200 ,3568372720 
2019,A04,咯,18_85技 捞惑,5576,9761,5043582650 ,3973150880 
2019,A05,巢,01_0~4技,118,168,42878470 ,37594820 
2019,A05,巢,02_5~9技,256,319,49713890 ,42683270 
2019,A05,巢,03_10~14技,602,752,69882750 ,59680970 
2019,A05,巢,04_15~19技,1122,1418,71082180 ,53169850 
2019,A05,巢,05_20~24技,994,1172,56589290 ,40527610 
2019,A05,巢,06_25~29技,1209,1393,52305230 ,37234910 
2019,A05,巢,07_30~34技,1037,1191,40429170 ,29026150 
2019,A05,巢,08_35~39技,1021,1203,49158430 ,34962450 
2019,A05,巢,09_40~44技,841,1021,43646590 ,30957020 
2019,A05,巢,10_45~49技,916,1125,48875950 ,35341410 
2019,A05,巢,11_50~54技,847,1056,39346900 ,28193330 
2019,A05,巢,12_55~59技,942,1229,53806230 ,38734410 
2019,A05,巢,13_60~64技,846,1151,59300020 ,43827600 
2019,A05,巢,14_65~69技,754,1122,41453870 ,33472760 
2019,A05,巢,15_70~74技,653,1005,42688530 ,34080670 
2019,A05,巢,16_75~79技,609,919,78448160 ,62732900 
2019,A05,巢,17_80~84技,339,563,23701600 ,19335810 
2019,A05,巢,18_85技 捞惑,159,276,12124640 ,9565990 
2019,A05,咯,01_0~4技,102,126,63198910 ,53885070 
2019,A05,咯,02_5~9技,182,221,31382440 ,26049420 
2019,A05,咯,03_10~14技,467,603,46919960 ,39341620 
2019,A05,咯,04_15~19技,1114,1397,67501600 ,50580700 
2019,A05,咯,05_20~24技,1236,1441,59519980 ,43266260 
2019,A05,咯,06_25~29技,1369,1630,59359970 ,42410730 
2019,A05,咯,07_30~34技,988,1187,39417470 ,28171780 
2019,A05,咯,08_35~39技,1034,1258,53511620 ,38663240 
2019,A05,咯,09_40~44技,952,1212,58734670 ,42384640 
2019,A05,咯,10_45~49技,1161,1543,81226050 ,58731200 
2019,A05,咯,11_50~54技,1077,1388,63097370 ,45625230 
2019,A05,咯,12_55~59技,1302,1719,95656950 ,71157340 
2019,A05,咯,13_60~64技,1218,1639,82361270 ,60742600 
2019,A05,咯,14_65~69技,1048,1544,64490060 ,51585230 
2019,A05,咯,15_70~74技,818,1196,71006950 ,56718390 
2019,A05,咯,16_75~79技,828,1322,59834400 ,47082080 
2019,A05,咯,17_80~84技,561,950,60414740 ,48412470 
2019,A05,咯,18_85技 捞惑,341,491,53649010 ,41614660 
2019,A06,巢,01_0~4技,310,1081,19770040 ,16310340 
2019,A06,巢,02_5~9技,245,678,11432530 ,8577260 
2019,A06,巢,03_10~14技,112,191,17368540 ,14747370 
2019,A06,巢,04_15~19技,139,219,8008920 ,5839800 
2019,A06,巢,05_20~24技,152,190,14323030 ,10788680 
2019,A06,巢,06_25~29技,189,228,9980950 ,7126060 
2019,A06,巢,07_30~34技,139,189,7149910 ,5121990 
2019,A06,巢,08_35~39技,144,206,5509460 ,3507060 
2019,A06,巢,09_40~44技,123,228,21546140 ,17563010 
2019,A06,巢,10_45~49技,126,273,28961040 ,22812230 
2019,A06,巢,11_50~54技,100,172,24956160 ,20387050 
2019,A06,巢,12_55~59技,120,193,33254500 ,26017220 
2019,A06,巢,13_60~64技,124,183,44620690 ,33393660 
2019,A06,巢,14_65~69技,111,197,34534220 ,25439990 
2019,A06,巢,15_70~74技,118,192,6673160 ,4973940 
2019,A06,巢,16_75~79技,89,159,5138750 ,3741550 
2019,A06,巢,17_80~84技,60,115,8261170 ,6467400 
2019,A06,巢,18_85技 捞惑,22,34,34952260 ,26301030 
2019,A06,咯,01_0~4技,276,1011,16915870 ,13978320 
2019,A06,咯,02_5~9技,221,469,15152090 ,12209770 
2019,A06,咯,03_10~14技,77,129,2570450 ,1901860 
2019,A06,咯,04_15~19技,126,167,5237050 ,3852800 
2019,A06,咯,05_20~24技,198,264,12399700 ,8884170 
2019,A06,咯,06_25~29技,185,248,11949100 ,8881680 
2019,A06,咯,07_30~34技,151,217,4696220 ,3222290 
2019,A06,咯,08_35~39技,186,307,11301280 ,8022600 
2019,A06,咯,09_40~44技,121,176,7628770 ,5677660 
2019,A06,咯,10_45~49技,145,227,6679820 ,4810260 
2019,A06,咯,11_50~54技,147,241,10588600 ,7962660 
2019,A06,咯,12_55~59技,160,244,7139120 ,4879460 
2019,A06,咯,13_60~64技,191,379,50239990 ,34865470 
2019,A06,咯,14_65~69技,146,221,5237660 ,3906010 
2019,A06,咯,15_70~74技,116,184,14578740 ,11283440 
2019,A06,咯,16_75~79技,131,209,53377230 ,42562140 
2019,A06,咯,17_80~84技,79,137,12721560 ,9912700 
2019,A06,咯,18_85技 捞惑,39,65,12108030 ,10588580 
2019,A07,巢,01_0~4技,3,3,65900 ,31800 
2019,A07,巢,02_5~9技,3,4,64570 ,43870 
2019,A07,巢,03_10~14技,9,9,140620 ,103420 
2019,A07,巢,04_15~19技,24,25,1145900 ,866010 
2019,A07,巢,05_20~24技,30,32,497470 ,347170 
2019,A07,巢,06_25~29技,28,29,600300 ,356700 
2019,A07,巢,07_30~34技,25,32,747260 ,520960 
2019,A07,巢,08_35~39技,17,17,325870 ,228770 
2019,A07,巢,09_40~44技,22,22,362070 ,217370 
2019,A07,巢,10_45~49技,34,36,637110 ,424910 
2019,A07,巢,11_50~54技,49,59,855980 ,566880 
2019,A07,巢,12_55~59技,61,70,1340720 ,857620 
2019,A07,巢,13_60~64技,49,58,4100650 ,3020610 
2019,A07,巢,14_65~69技,37,44,1645880 ,1180980 
2019,A07,巢,15_70~74技,22,38,492950 ,434050 
2019,A07,巢,16_75~79技,23,42,749530 ,546330 
2019,A07,巢,17_80~84技,9,10,131880 ,116480 
2019,A07,巢,18_85技 捞惑,6,15,83820 ,75420 
2019,A07,咯,01_0~4技,1,1,17680 ,11580 
2019,A07,咯,02_5~9技,3,5,1487740 ,1165120 
2019,A07,咯,03_10~14技,8,8,139760 ,92760 
2019,A07,咯,04_15~19技,25,27,1925430 ,1551170 
2019,A07,咯,05_20~24技,25,27,1504070 ,994340 
2019,A07,咯,06_25~29技,20,22,358490 ,247990 
2019,A07,咯,07_30~34技,16,16,248410 ,174110 
2019,A07,咯,08_35~39技,23,26,418530 ,269630 
2019,A07,咯,09_40~44技,16,19,485180 ,340280 
2019,A07,咯,10_45~49技,29,41,618790 ,428790 
2019,A07,咯,11_50~54技,44,51,746120 ,526520 
2019,A07,咯,12_55~59技,59,73,1762990 ,1259200 
2019,A07,咯,13_60~64技,50,62,3723320 ,2698560 
2019,A07,咯,14_65~69技,35,60,802720 ,708720 
2019,A07,咯,15_70~74技,23,33,1495790 ,1198120 
2019,A07,咯,16_75~79技,16,26,340950 ,301750 
2019,A07,咯,17_80~84技,16,23,337790 ,278890 
2019,A07,咯,18_85技 捞惑,9,9,134470 ,120770 
2019,A08,巢,01_0~4技,60655,95500,8124966740 ,7210294850 
2019,A08,巢,02_5~9技,40083,56125,3018888710 ,2489975660 
2019,A08,巢,03_10~14技,21597,29549,1367875740 ,1100907660 
2019,A08,巢,04_15~19技,14260,20199,699773060 ,510376190 
2019,A08,巢,05_20~24技,7914,9485,413886830 ,285372630 
2019,A08,巢,06_25~29技,9234,10771,430021810 ,292921560 
2019,A08,巢,07_30~34技,7609,8761,355013940 ,241944840 
2019,A08,巢,08_35~39技,7764,8977,384213700 ,264854060 
2019,A08,巢,09_40~44技,6104,7235,315353570 ,218709960 
2019,A08,巢,10_45~49技,5799,7053,280707270 ,196518780 
2019,A08,巢,11_50~54技,4833,6189,246855840 ,170242280 
2019,A08,巢,12_55~59技,4920,6305,278100980 ,195039940 
2019,A08,巢,13_60~64技,4422,5930,274573840 ,196786990 
2019,A08,巢,14_65~69技,3379,4879,187366920 ,143790230 
2019,A08,巢,15_70~74技,2835,4460,186569050 ,148917080 
2019,A08,巢,16_75~79技,2276,3691,162431860 ,127194610 
2019,A08,巢,17_80~84技,1420,2349,135974100 ,107019920 
2019,A08,巢,18_85技 捞惑,690,1242,80902390 ,62669390 
2019,A08,咯,01_0~4技,51587,79734,6828704150 ,6059430800 
2019,A08,咯,02_5~9技,34797,48528,2524399750 ,2077039960 
2019,A08,咯,03_10~14技,18244,24572,1135537450 ,909212550 
2019,A08,咯,04_15~19技,16055,21453,805288300 ,581685290 
2019,A08,咯,05_20~24技,11348,13282,594365430 ,403754140 
2019,A08,咯,06_25~29技,11632,13711,594027080 ,405260830 
2019,A08,咯,07_30~34技,9878,11742,504425810 ,345960270 
2019,A08,咯,08_35~39技,10789,13351,565508740 ,394868660 
2019,A08,咯,09_40~44技,8418,10912,459723820 ,320805650 
2019,A08,咯,10_45~49技,8167,10566,447370600 ,313258760 
2019,A08,咯,11_50~54技,7270,9553,445113530 ,310600700 
2019,A08,咯,12_55~59技,7077,9417,460507460 ,324409070 
2019,A08,咯,13_60~64技,6528,9024,429069230 ,304428050 
2019,A08,咯,14_65~69技,4974,7285,319954960 ,243708330 
2019,A08,咯,15_70~74技,3941,6273,289182650 ,223205830 
2019,A08,咯,16_75~79技,3475,5710,305437910 ,233002160 
2019,A08,咯,17_80~84技,2438,4060,266928860 ,205640980 
2019,A08,咯,18_85技 捞惑,1361,2261,173400930 ,130137390 
2019,A09,巢,01_0~4技,368142,808158,28568101930 ,23857034710 
2019,A09,巢,02_5~9技,267963,449158,17021281460 ,12980170160 
2019,A09,巢,03_10~14技,167033,257155,11530601840 ,8750023390 
2019,A09,巢,04_15~19技,150612,237537,11928603090 ,8408763410 
2019,A09,巢,05_20~24技,116566,156675,11074172910 ,7542775180 
2019,A09,巢,06_25~29技,140682,186814,11968886310 ,8062439160 
2019,A09,巢,07_30~34技,116484,153459,9484927100 ,6350239970 
2019,A09,巢,08_35~39技,124715,164690,10498296250 ,7069539110 
2019,A09,巢,09_40~44技,99718,133564,8873682900 ,6019837980 
2019,A09,巢,10_45~49技,96459,131650,9185544230 ,6294889370 
2019,A09,巢,11_50~54技,86296,119822,9455601000 ,6540630980 
2019,A09,巢,12_55~59技,88430,126168,10963804160 ,7646830270 
2019,A09,巢,13_60~64技,78266,116523,10315465460 ,7286871390 
2019,A09,巢,14_65~69技,59989,96888,8397709820 ,6156560670 
2019,A09,巢,15_70~74技,50750,88152,7910446080 ,5858018320 
2019,A09,巢,16_75~79技,41274,75584,8010223330 ,5994561850 
2019,A09,巢,17_80~84技,25297,47742,6250698090 ,4732976390 
2019,A09,巢,18_85技 捞惑,12570,24522,4778104240 ,3619692090 
2019,A09,咯,01_0~4技,324577,687718,24073266770 ,20109736740 
2019,A09,咯,02_5~9技,236857,396450,14544621020 ,11108699520 
2019,A09,咯,03_10~14技,141787,215449,10126547140 ,7706171150 
2019,A09,咯,04_15~19技,167443,257411,14368357090 ,10110085550 
2019,A09,咯,05_20~24技,160953,216283,15577061140 ,10469684930 
2019,A09,咯,06_25~29技,164656,223213,14664554430 ,9767483800 
2019,A09,咯,07_30~34技,137231,187766,11237153970 ,7446983040 
2019,A09,咯,08_35~39技,148900,208405,12345511320 ,8265128770 
2019,A09,咯,09_40~44技,118661,168399,10494786890 ,7119322090 
2019,A09,咯,10_45~49技,119606,171829,12157816280 ,8322267440 
2019,A09,咯,11_50~54技,114978,164980,14190365200 ,9821345170 
2019,A09,咯,12_55~59技,122134,180517,16798871760 ,11753045940 
2019,A09,咯,13_60~64技,106608,163027,15296113310 ,10800031890 
2019,A09,咯,14_65~69技,79491,129673,11893266390 ,8749738880 
2019,A09,咯,15_70~74技,63285,108995,10821732350 ,8011497450 
2019,A09,咯,16_75~79技,59661,106389,14250323350 ,10726093000 
2019,A09,咯,17_80~84技,42509,77609,13814700810 ,10454025510 
2019,A09,咯,18_85技 捞惑,26955,49683,11903555380 ,9029198060 
2019,A15,巢,01_0~4技,5,11,548020 ,542620 
2019,A15,巢,02_5~9技,5,23,2066490 ,1916590 
2019,A15,巢,03_10~14技,20,78,19431250 ,18434000 
2019,A15,巢,04_15~19技,175,1031,170982390 ,166055040 
2019,A15,巢,05_20~24技,313,1753,534020130 ,517515450 
2019,A15,巢,06_25~29技,462,3257,1148340660 ,1113738350 
2019,A15,巢,07_30~34技,475,3312,1308148500 ,1274483360 
2019,A15,巢,08_35~39技,590,4424,1559259210 ,1515359520 
2019,A15,巢,09_40~44技,741,5217,1902773840 ,1850845270 
2019,A15,巢,10_45~49技,1218,8162,3758091620 ,3649280430 
2019,A15,巢,11_50~54技,1509,9243,4607184390 ,4477340600 
2019,A15,巢,12_55~59技,1922,12126,5265050190 ,5080116920 
2019,A15,巢,13_60~64技,1967,13163,5663574260 ,5475595340 
2019,A15,巢,14_65~69技,1579,9191,4053429830 ,3910170220 
2019,A15,巢,15_70~74技,1556,8549,4339636450 ,4182196950 
2019,A15,巢,16_75~79技,1794,9917,5541850220 ,5344409730 
2019,A15,巢,17_80~84技,1475,7525,5644368920 ,5449577270 
2019,A15,巢,18_85技 捞惑,924,4776,4518294670 ,4334642010 
2019,A15,咯,01_0~4技,3,3,136840 ,73940 
2019,A15,咯,02_5~9技,2,2,22010 ,12510 
2019,A15,咯,03_10~14技,17,61,31887340 ,31116280 
2019,A15,咯,04_15~19技,117,604,172263220 ,166783100 
2019,A15,咯,05_20~24技,305,1954,581153670 ,569087460 
2019,A15,咯,06_25~29技,450,2770,707256530 ,689356540 
2019,A15,咯,07_30~34技,414,2751,936512790 ,913293940 
2019,A15,咯,08_35~39技,530,3705,1263357540 ,1228450400 
2019,A15,咯,09_40~44技,482,3050,876596100 ,852534600 
2019,A15,咯,10_45~49技,498,2995,654315360 ,627351030 
2019,A15,咯,11_50~54技,555,3438,1134216820 ,1102167540 
2019,A15,咯,12_55~59技,624,3515,964768110 ,929968350 
2019,A15,咯,13_60~64技,669,3805,1063456150 ,1022159080 
2019,A15,咯,14_65~69技,635,3310,1481748830 ,1438568880 
2019,A15,咯,15_70~74技,871,4752,2346896590 ,2265003580 
2019,A15,咯,16_75~79技,1467,7907,4839399130 ,4651903990 
2019,A15,咯,17_80~84技,1567,8740,6150625870 ,5871278360 
2019,A15,咯,18_85技 捞惑,1383,6798,7594202610 ,7257439540 
2019,A16,巢,01_0~4技,11,47,18058420 ,17585160 
2019,A16,巢,02_5~9技,11,16,8769430 ,7866060 
2019,A16,巢,03_10~14技,37,137,46141750 ,42709260 
2019,A16,巢,04_15~19技,281,1496,253986290 ,244894320 
2019,A16,巢,05_20~24技,418,2278,654597080 ,631437270 
2019,A16,巢,06_25~29技,653,3610,972341790 ,936969650 
2019,A16,巢,07_30~34技,589,3524,691468290 ,668447510 
2019,A16,巢,08_35~39技,710,3975,995986200 ,962967970 
2019,A16,巢,09_40~44技,786,4348,1102641140 ,1059290820 
2019,A16,巢,10_45~49技,1122,6005,2098503910 ,2033041190 
2019,A16,巢,11_50~54技,1408,7678,2503641330 ,2418170820 
2019,A16,巢,12_55~59技,1812,10222,3128541890 ,3019331140 
2019,A16,巢,13_60~64技,1760,8981,3325477880 ,3195185420 
2019,A16,巢,14_65~69技,1419,6995,2713882610 ,2615661870 
2019,A16,巢,15_70~74技,1339,7082,2875069080 ,2765718430 
2019,A16,巢,16_75~79技,1454,7208,3430699000 ,3307515580 
2019,A16,巢,17_80~84技,1169,5576,4072072000 ,3936198280 
2019,A16,巢,18_85技 捞惑,733,3652,3232306770 ,3089075640 
2019,A16,咯,01_0~4技,13,28,861020 ,795520 
2019,A16,咯,02_5~9技,9,11,2248820 ,1968920 
2019,A16,咯,03_10~14技,49,173,58493120 ,55905540 
2019,A16,咯,04_15~19技,250,976,189634590 ,181982290 
2019,A16,咯,05_20~24技,582,2218,538245580 ,522452940 
2019,A16,咯,06_25~29技,600,3135,697762500 ,672612910 
2019,A16,咯,07_30~34技,551,3125,651328620 ,629799320 
2019,A16,咯,08_35~39技,597,3349,728530980 ,700405600 
2019,A16,咯,09_40~44技,564,2948,736487690 ,712918340 
2019,A16,咯,10_45~49技,637,3136,599323150 ,573147310 
2019,A16,咯,11_50~54技,686,3596,700140770 ,663262960 
2019,A16,咯,12_55~59技,802,3599,971395340 ,926510750 
2019,A16,咯,13_60~64技,765,3713,910351010 ,850305970 
2019,A16,咯,14_65~69技,608,2805,1020957560 ,950938660 
2019,A16,咯,15_70~74技,744,3643,1310643420 ,1250428320 
2019,A16,咯,16_75~79技,1052,5209,2544687800 ,2437695430 
2019,A16,咯,17_80~84技,1094,5497,3881140790 ,3724508190 
2019,A16,咯,18_85技 捞惑,1108,5238,4850375650 ,4576650900 
2019,A17,巢,02_5~9技,3,15,2932460 ,2470410 
2019,A17,巢,04_15~19技,7,23,11473180 ,7823930 
2019,A17,巢,05_20~24技,21,87,269198320 ,238489330 
2019,A17,巢,06_25~29技,25,184,243790300 ,236764270 
2019,A17,巢,07_30~34技,18,76,308418530 ,302285760 
2019,A17,巢,08_35~39技,33,295,110915290 ,101539280 
